community_id,community_name,wylie_name,tibetan,chinese_name,en_variants,bo_x_ewts_variants,zh_hani_variants,sa_deva_variants,ru_cyrl_variants,mn_cyrl_variants,mn_mong_variants
808,Rigyel,ri rgyal dgon,,,Rigyal Gon; rijia si; tading rijia,rtse re rgyal dgon; khri brtan nor bu rtse; gshen gyi gdan sa rtse re rgyal dgon; khri brtan nor bu rtse; dar sdings ri rgyal dgon,日嘉寺; 日加寺; 塔定日嘉,,,,
809,Chatreng Sampel Ling,cha phreng bsam 'phel gling,,,sangpi si,phyag 'phreng bsam 'phel gling,桑皮寺,,,,
810,Batang Chode,ba' thang chos sde,,,kangning si; dingning si,ba' thang chos sde dga' ldan phan bde gling; khams ling si,康宁寺; 丁宁寺,,,,
811,Khoting Lhakhang,kho thing lha khang,,,kuoting lakang,mkho mthing rnam snang lha khang; mkho mthing lha khang,阔庭拉康,,,,
812,Semnyi,sems nyid dgon,,,xianmi si; xianming si,dga' ldan dar rgyas gling; sems nyid dgon dga' ldan dar rgyas gling,仙米寺; 显明寺,,,,
813,Shopamdo,sho pa mdo dgon,,,,shwa pa mdo dgon,,,,,
814,Pelbar,dpal 'bar dgon,,边坝寺,Pelwar; Pelber; Pembar; Bianba si; Ranmatang si;,,边坝寺; 然玛塘寺,,,,
815,Jampa Bumling,byams pa bum gling,,,Tang Shu Cave,thang hru'u brag phug,唐述窟,,,,
816,Muktinath,chu mig rgya mtsho,,,Chumig Gyatsa; Mukti Kshetra,,,,,,
818,Khacho Monastery,mkha' spyod dgon,,,,,,,,,
819,Zhigon Hermitage,zhi dgon,,,,,,,,,
821,Lamayuru,bla ma g.yung drung dgon pa,,,Yuru,,,,,,
822,Terdrom,gter sgrom dgon,,德仲寺,,bri gung gter sgrom dgon; gter sgro dgon; gzho stod ti sgro,德仲寺,,,,
823,Gadong,dga' gdong dgon,,,gadong si,dga' ba gdong dgon,嘎东寺,,,,
824,Changra,lcang ra,,,Jangra Gon; jiangre si,myang stod lcang ra dpal 'bar gyi dgon,江热寺,,,,
825,Mugulung,mu gu lung,,,,mang mkha mu gu lung,,,,,
826,Nyingon,nyin dgon,,,,,,,,,
827,Chushur Tarpa Ling,chu shur thar pa gling,,,Tarpaling; Tarpa Ling,,塔巴林寺,,,,
828,Layak Guru Lhakhang,la yag gu ru lha khang,,,Layak Guru Lhakhang; laya guru lakang,bsam grub bde ba chen po,拉雅古如拉康,,,,
829,Dzingchi,rdzing phyi chos sde,,真起寺,Olkha Dzingchi; Dzingchi Chode; zhenqi si,ol dga' rdzing phyi,真起寺,,,,
831,Taklung Ganden Damcho Ling,stag lung dga' ldan dam chos gling,,达隆寺,,zung zhan stag lung dgon,,,,,
834,Kharta Tarpa Ling,mkhar rta thar pa gling,,,Tharpaling,,,,,,
835,Gonsar,dgon gsar,,,,,,,,,
837,Gyelje,rgyal byed dgon,,,Gyeje; Gyeze; jieji si,snye mo rgyal byed tshal dgon; rgyal byed tshal dgon,杰吉寺,,,,
838,Drongtse,brong rtse,,,brong dkar rtse dgon pa; 'brong rtse chos sde; nyang gzhung 'brong rtse chos sde thar pa gling; zhongzi si,,重孜寺,,,,
839,Rong Jamchen,rong byams chen dgon,,,Rong Chamchen Gon; qiangqin si,byams chen chos sde; dga' ldan byams pa gling; rong byams gling,强钦寺,,,,
840,Wolkha Cholung,ol kha chos lung,,沃卡曲龙寺,Olka Cholung; woka qulong si; qulong si,ol dga' chos lung,沃卡曲龙寺; 曲龙寺,,,,
841,Drakri Hermitage,brag ri ri khrod,,,Bari,se ra byes kyi brag ri ri khrod; zhari; zhari shanju xiuxingchu,扎日; 扎日山居修行处,,,,
842,Gepel Hermitage,dge 'phel ri khrod,,,Gepel Ritro; Gempe Ritro,,,,,,
860,Keutsang West Hermitage,ke'u tshang nub ri khrod,,,Keutsang Nub Ritro; geiwucang xisi,se ra byes kyi ke'u tshang nub ri khrod,给乌仓西寺,,,,
861,Yungdrung Ling,g.yung drung gling dgon,,,Yungdrungling; yongzhonglin si; rela yongzhonglin si,ra lag g.yung drung gling; rab legs g.yung drung gling; ru lag g.yung drung gling dgon; yun po ru lag g.yung drung gling dgon,雍仲林寺; 热拉拥仲林寺,,,,
862,Drak Yerpa,brag yer pa,,,zhayeba si; yeba si,,扎叶巴寺; 叶巴寺,,,,
869,Karchung Monastery,dkar chung,,,Karchung Ramagang; Sangda Karchung; Karchung temple,skar chung lha khang; rgyal sde dkar chung lha khang,,,,,
871,Drib Tsechokling,grib tshe mchog gling,,,Tsechok Ling; Tsemchok Ling; Drib Tsechok Samten Ling; cejuelin si; zhi cequelin; caiquelin,tshe mchog gling; grib tshe mchog bsam gtan gling,策觉林寺; 治策却林; 蔡却林,,,,
879,Lingtsang Labrang,gling tshang bla brang,,,,,,,,,
880,Meru Dratsang,rme ru grwa tshang/,,,New Meru; Meru Gonsar; Meru Puntsok Norbu Ling; xin muru si,rme ru dgon gsar; rme ru phun tshogs nor bu'i gling,新木如寺,,,,
881,Tsokha Monastery,mtsho kha dgon pa,,措卡寺,,,,,,,
882,Trijang Labrang,khri byang bla brang,,,,,,,,,
884,Demo Labrang,de mo bla brang,,,,,,,,,
892,Namgyel,rnam rgyal,,,Namgyel Dratsang; Namgyel Tantric College; Tse Namgyel Dratsang; nanjia si,rtse rnam rgyal grwa tshang,南嘉寺,,,,
893,Nechung,gnas chung,,,Nechung Dorje Drayang Ling; naiqiong si; naiqiong zhayanglin,gnas chung grwa tshang; rdo rje sgra dbyangs gling; gnas chung rdo rje sgra dbyangs gling,乃穷寺; 乃穷扎央林,,,,
900,Shide Dratsang,bzhi sde grwa tshang,,,Shide Dratsang; xide si; xidelin,bzhi sde dga' ldan bsam gtan gling,希德寺; 席德寺; 锡德林,,,,
907,Sera Ngakpa Dratsang,se ra sngags pa grwa tshang,,,Sera Ngakpa College,,,,,,
908,Drepung Deyang College,bras spungs bde yangs grwa tshang,,,,,,,,,
909,Drepung Ngakpa Dratsang,bras spungs sngags pa grwa tshang,,,,,,,,,
910,Nyarma,mya ma,,,,nyar ma; nynar ma,,,,,
911,Darpoling Tsenkhang,dar po gling btsan khang,,,,,,,,,
912,Tsepak Lhakhang,tshe dpag lha khang,,,Tsepag Lhakhang,,,,,,
913,Trode Khangsar,spro bde khang gsar,,,Pode Khangsar; zhuode kangsa,,卓德康萨,,,,
914,Riwo Choling,ri bo chos gling,,,,,日乌曲林,,,,
917,Nyimalung Monastery,nyi ma lung dgon,,,,,,,,,
920,Labrang Kālacakra College,bla brang dus 'khor grwa tshang,,,Labrang Tashikhyil Dukhor Dratsang,e waM chos 'khor gling,,,,,
921,Labrang Medical College,bla brang sman pa grwa tshang,,,,,,,,,
922,Labrang Hevajra College,bla brang kyai rdor grwa tshang,,,,,,,,,
923,Mejung Tosam Ling,"Tosam ling, rmad byung thos bsam gling",,,,smad byung thos bsam gling,,,,,
924,Kumbum Tantric College,sku 'bum rgyud pa grwa tshang,,,,,,,,,
925,Kumbum Medical College,sku 'bum sman pa grwa tshang,,,,,,,,,
926,Kumbum Kālacakra College,sku 'bum 'dus 'khor grwa tshang,,,,,,,,,
927,Kumbum Debate College,,,,,,,,,,
928,Zhitro Lhakhang,zhi khro'i lha khang,,,Yidam Lhakhang,rgya 'bum sgang zhi khro'i lha khang,,,,,
934,Zhitok Labrang,gzhi thog bla brang,,,,,,,,,
935,Rinchen Gang Labrang,rin chen sgang bla brang,,,,,,,,,
936,Ducho Labrang,dus mchod bla brang,,,,,,,,,
937,Lhakhang Labrang,lha khang bla brang,,,,,,,,,
938,Dolma Podrang,sgrol ma pho brang,,,,,,,,,
939,Puntsok Podrang,phun tshogs pho brang,,,,,,,,,
941,Rongwo Tantric College,rong po rgyud pa grwa tshang,,,,,,,,,
942,Rongwo Kālacakra College,rong po dus 'khor grwa tshang,,,,dus 'khor grwa tshang gsang sngags dar rgyas gling,,,,,
943,Samdrub Gonsar,bsam grub dgon gsar,,,,,,,,,
944,Ngangkyel Chode,ngang skyal chos sde,,,,,,,,,
945,Legon Chokyi Podrang,gle dgon chos kyi pho drang,,,,,,,,,
947,Ikh Khuree,da khu re dgon,,,Urga; Ikh Khuree; Da Khuree,,,,,,
949,Tashi Tongmon,bkra shis mthong smon,,,,,,,,,
952,Tanak Dorjeden,rta nag rdo rje gdan,,,,,,,,,
954,Dzaka,dzaHka dgon,,,zhaga si; zhongyi si,dzaH ka dgon; dzaHka dgon gsang sngags rab brtan gling,扎嘎寺,,,,
955,Tsashul,rtsa shul dgon,,,Tashi Monastery,sde dge rtsa shul dgon; rtswa shul dgon; bkra shis mdo sngags dar rgyas gling,扎西寺,,,,
956,Ngedongyi Chozhi Gonde,nges don gyi chos gzhi dgon sde,,,,,,,,,
957,Dartsang Kelzang Monastery,brda tshang bskal bzang dgon,,,,,,,,,
958,Gyelteng Monastery,rgyal steng dgon,,,,,,,,,
959,Pangsa Monastery,spang sa dgon,,邦萨寺,,,,,,,
960,Wolkha Samling Monastery,ol kha bsam gling dgon,,桑林寺,Olkha Samling; Woka Samling,bsam gtan gling,,,,,
961,Khakyong Drak,mkha' skyong brag,,,,,,,,,
962,Tashi Dokha,bkra shis rdo kha,,,,,,,,,
964,Lekshe Ling,legs bshad gling,,,,,,,,,
968,Rumtek,rum theg,,,Rumtek Monastery; Dharmachakra Centre; longde si; rongding si,rum stegs dgon pa; karma thub bstan chos 'khor gling; rum stegs karma thub bstan chos 'khor gling; rum btegs dgon pa; rum stegs dgon pa,荣定寺; 隆德寺,,,,
972,Tsur Lhalung,mtshur lha lung,,,,,,,,,
977,Yutok Monastery,g.yu thog dgon,,,,,,,,,
979,Bora,bo ra,,,bo la si,bo ra'i dgon pa,博拉寺,,,,
981,Tsongkhapa Lhakhang,tsong kha pa lha khang,,,,,,,,,
982,Tege,the ge,,,tege dargye ling; tege sangngak dargye ling; tiegai si,the ge gsang sngags dar rgyas gling,,,,,
983,Pari Drigung,bri gung,,,Pari Drigung; Drigung Ganden Lekshe Ling,dpa' ris 'bri gung; bri gung dgon dga' ldan legs bshad gling,,,,,
984,Tashi Chopel Dratsang,bkra shis chos 'phel grwa tshang,,,Dashchoinpel; Tashi Chopel Dratsang; Ulzii khutgiin nomiig arwijuulagch,,,,,,
985,Jakhyung Rito Pendeling,bya khyung ri stod phan bde gling,,,Ba Rito Gon; rideng si,ba' ri stod dgon; ri stod dgon,日登寺,,,,
986,Nyangto Sertreng Monastery,myang stod ser phreng dgon,,,,,,,,,
987,Kyoda Monastery,skyo mda' dgon,,,,,,,,,
988,Serwo,ser bo,,,Xiao bao si,,肖包寺,,,,
991,Tsongkhapa Hall,,,,,,,,,,
996,Bardrok Dorje Ling,bar 'brog rdo rje gling,,班庆寺,,,,,,,
997,Bamo Choding,sba mo chos sdings,,,,,,,,,
999,Mokpa Lhatse,mog pa lha rtse,,,,,,,,,
1000,Zurlung Pelchen Lhakhang,zur lung dpal chen lha khang,,,,,,,,,
1001,Nekhar Monastery,gnas mkhar dgon,,,,,,,,,
1002,Raknyak,rag nyag dgon,,热尼牙寺,rangniang si; reniya si,rag nyag dgon phun tshogs theg chen gling; rwa nyag phun tshogs theg chen gling,让娘寺; 热尼牙寺,,,,
1004,Rigdzin Rapel Ling,rig 'dzin rab 'phel gling,,,,,,,,,
1005,Jakrong,jag rong,,,,,,,,,
1009,Khyungritang,khyung ri thang dgon pa,,,Khyungritang Gonpa; Khyungritang Monastery; Lusho Khyungritang Gonpa,klu shod khyung ri thang dgon pa,,,,,
1010,Tsopu,mtsho phu dgon,,,Tsophu Monastery; Tsopu Gon; Tram Tsopu; cuopu si,tram mtsho phu; mtsho zur dgon; nyag rong mtsho phu dgon,措普寺,,,,
1012,Nyamyo Jashong Monastery,mnyam yod bya gshong,,,,,,,,,
1013,Garje,sga rje bde chen dgon,,,deqing si,,德青寺,,,,
1014,Katok Drakdong Ritro,kaH thog brag gdong ri khrod,,,,,,,,,
1016,Litang Nyingma Dratsang,li thang rnying ma grwa tshang,,,ningma zhacang; ningma zhachong si; ningma si,le thang rnying ma grwa tshang,宁玛扎仓; 宁玛扎冲寺; 宁玛寺,,,,
1017,Drugu Gon,gru gu dgon,,,zhugu si,tho gru gu dgon,珠古寺,,,,
1018,Langling Monastery,glang gling dgon,,,,,,,,,
1019,Wikcho Dzong,wig chos dzong,,,,,,,,,
1020,Tashi Choling Hermitage,bkra shis chos gling ri khrod,,,,,,,,,
1021,Chubzang Hermitage (Sera),chu bzang ri khrod,,,,,,,,,
1023,Driru Drubde,bri ru sgrub sde,,,Takpu Drubde Genden Lukzang Kunpel Ling,stag phu sgrub sde dge ldan lugs bzang kun 'phel gling,,,,,
1024,Kumbum Printing Press,sku 'bum par khang,,,,sku 'bum byams pa gling par khang,,,,,
1036,Menkhar Pende Ling,sman mkhar phan bde gling,,,,,,,,,
1037,Kongpo Chabkar,kong po chab dkar,,,,,,,,,
1038,Nakdo Monastery,nags mdo dgon blo bzang bde chen gling,,七步寺,qibu si,blo bzang bde chen gling; nags mdo dgon dga' ldan chos gling,七步寺,,,,
1041,Banshul,ban shul dgon bshad sgrub rin chen gling,,万秀讲修宝洲,wanxiu si; wanxiu jiangxiu baozhou,bshad sgrub rin chen gling,,,,,
1042,Nyegon,rnye dgon,,尼尔寺,Nyedrubde Lhundrub Chodzong,lhun grub chos rdzong; rnye dgon lhun grub chos rdzong; rnye sgrub sde lhun grub chos rdzong,,,,,
1043,Datsen,mda' tshan dgon bkra shis dga' ldan gling,,达参寺,Serlung; Datshen; dacan si; saierlong si,,赛尔龙寺,,,,
1044,Sengge Shong Mago,seng+ge gshong ma mgo dgon pa,,五屯下庄寺,Senggeshong Mago Gonpa; wutun xiazhuang si,seng+ge gshong ma mgo dgon pa dge ldan phun tshogs chos gling,,,,,
1045,Sengge Shong Yago,seng+ge gshong ya mgo dgon pa,,五屯上庄寺,Senggeshong Yagotsang; wutun shangzhuang si,seng+ge gshong ya mgo dgon pa; dpal ldan chos 'byor gling,,,,,
1049,Atsagat Datsan,dga' ldan dar rgyas gling,,,Ganden Dargyeling,,,,Ацагaтский дацaн; Асагадай дасан; Гандан Даржалинг,Ацагaтский дацaн; Асагадай дасан; Гандан Даржалинг,
1051,Nyima Changra,nyi ma lcang ra'i bshad grwa,,,,,,,,,
1054,Chepa Darge Gon,chas pa dar dge dgon phun tshogs dar rgyas gling,,却巴达格寺,queba dage si,,,,,,
1055,Datsan Gunzechoinei,,,,,,,,Дацан Гунзэчойнэй,Дацан Гунзэчойнэй,
1056,Lek Gon,legs dgon,,勒干寺,legan si,legs rgan dgon; rdza legs rgan dgon; sde dge rdza legs rgan dgon; legs dgon gsang chen smin grol chos gling,,,,,
1065,Nālandā,nA len+dra,,那烂陀寺,,,,नालंदा,,,
1066,Tharpaling,brug yul thar pa gling,,,Tharpaling,,,,,,
1069,Ngodu Monastery,ngo 'du dgon,,,,,,,,,
1070,Sera Tekchen Chokhorling,se ra theg chen chos 'khor gling,,,Serta Sera Monastery,gser thar se ra dgon,,,,,
1071,Bennak,pan nag,,班那合寺,Benak; Bannak,ban nag,班那合寺,,,,
1072,Seula Chokhor Dorjeden,se'u la chos 'khor rdo rje ldan,,,Sela Gon; Sela Chonkhor Dorje Den,,,,,,
1073,Māratika,mA ra ti ka,,,Maratika Chimey Takten Choling,,,,,,
1089,Dungkar,dung dkar,,,Dunkar,dun bkar,,,,,
1091,Khyage,khya dge dgon,,恰盖寺,Kyage Gon Leksheling; Kyage,legs bshad gling; khya dge dgon legs bshad gling,,,,,
1093,Ongsum,ong gsum dga' ldan chos 'phel gling,,巴楞寺,baleng si,ong gsum dgon dga' ldan tshogs 'phel gling,,,,,
1094,Tashi Yanggon,bkra shis yang dgon,,,,,,,,,
1095,Tosam Norbu Lhunpo,thos bsam nor bu lhun po,,,,,,,,,
1096,Muksang,rmugs sangs,,,,,,,,,
1097,Yulkhyong Monastery,yul skyong dgon,,,,,,,,,
1101,Lotsawa Lhakhang,lo tsA ba lha khang,,,Shangrong Lhakhang,,,,,,
1102,Alchi Chokhor,a lci,,,,,,,,,
1103,Likir,klu 'khyil,,,,,,,,,
1104,Yilhung Lhagyel,yid lhung lha rgyal,,拉加寺,Yilung Lhagyel,,,,,,
1105,Shukgang Monastery,shug sgang dgon,,修公寺,,shug sgang 'od gsal lhun grub gling,,,,,
1106,Domang Monastery,mdo mang dgon,,,,,,,,,
1107,Tsangda Monastery,gtsang mda',,,,,,,,,
1108,Dranggo,brag 'go,,寿灵寺,Hor Dranggo; shouling si,,,,,,
1109,Janggang,jang sgang,,,,,,,,,
1110,Rahor,ra hor,,然哈寺,Rahor Tashi Lungrik Chime Gatsel,brag hor dgon,,,,,
1111,Tsangme Sengge,gtsang smad seng+ge,,生根寺,,,,,,,
1112,Sango,sa 'go,,桑古寺,Sago; sang gu si,dpal yul rnam rgyal gtsang rung rgyal ba'i yang dgon,,,,,
1113,Kuntsar,kun mtshar,,更扎寺,geng zha si,,,,,,
1114,Dzigar,dzi dgar,,字嘎寺,Dzigar Chogar; ziga si; zigasi,dzi dkar; dzi sgar,,,,,
1115,Mersho Monastery,smar shod de'u dmar zab rgyas chos gling,,,,,,,,,
1119,Sorik Dropen Ling,gso rig 'gro phan gling,,,,,,,,,
1121,Katsel,bka' tshal,,噶才寺,,dbu ru bka' tshal; ka tshal; ka tshal mi 'gyur lha khang,,,,,
1128,Sakya Mendrong,sa skya sman grong,,,,,,,,,
1131,Zara Monastery,zwa ra dgon pa,,,,,,,,,
1133,Kharak Yungdrung Dechen Ling,kha rag,,卡热寺,Yungdrung Dechen Ling; Pel Shenten Kharak Yungdrung Dechen Ling; kare si,g.yung drung bde chen gling; dpal gshen bstan kha rag g.yung drung bde chen gling,卡热寺,,,,
1134,Tsibri Monastery,rtsib ri dgon,,,,rgyal gyi shrI dgon; la stod rtsib ri dgon,,,,,
1137,Draksum Puri,brag gsum spu ri'i dgon pa,,,,,,,,,
1138,Hangri Drubde,hang ri sgrub sde,,,,,,,,,
1141,Zhohong,zho 'ong,,,,zho 'phong,,,,,
1143,Tosamling College,thos bsam gling grwa tshang,,,,bkra shis lhun po thos bsam gling grwa tshang,,,,,
1144,Drakkar Tashiding,brag dkar bkra shis sdings,,,Tashiding,,,,,,
1145,Paro Taktsang,spa gro stag tshang,,,,,,,,,
1147,Menlung Tashi Chopel Ling,sman lung dgon bkra shis chos 'phel gling,,曼龙寺,Manlongsi,,,,,,
1148,Tseuruma Serde,mtshe'u ru ma'i ser sde,,采日玛塞德寺,cairima saide si,,,,,,
1150,Zungchu Zi,zung cu zi,,嵩祝寺,Songzhu si,pe cin zung cu dgon,嵩祝寺,,,,
1153,Serding,gser sding dgon,,,,,,,,,
1154,Drakteng Monastery,brag steng dgon,,,Drakteng Puntsok Ling,brag steng phun tshogs gling,,,,,
1157,Dingpoche,sdings po che,,,,,,,,,
1161,Tsang Chubzang,tsang chu bzang,,,,,,,,,
1165,Nangra,snang ra gser khang,,昂拉赛康寺,Nangra Serkhang; angla saikang si; angla saigang si,snang ra'i gser khang,昂拉赛康寺; 昂拉赛岗寺,,,,
1166,Yershong,g.yer gshong dgon,,叶什姜寺,Yershong Samten Chopel Ling; yeshijiang si; yeshiqiong si; ye-erxiong si; gouhouzha si,bsam gtan chos 'phel gling; g.yer gshong bsam gtan chos 'phel gling,叶什琼寺; 叶尔雄寺; 苟后扎寺,,,,
1171,Dza Gyelgon,rdza rgyal dgon,,,,,,,,,
1172,Yarlung Pemako,yar lung pad+ma bkod,,,,,,,,,
1173,Katok Shedra Norbu Lhunpo,kaH thog bshad grwa nor bu lhun po,,,Shedrub Norbu Lhunpo,,,,,,
1174,Mangge,mang dge,,蒙格寺,,,,,,,
1175,Kumbum Monastery,,,,,,,,,,
1178,Beshing Monastery,be shing dgon,,"外相寺, 佐盖尼玛外相贡噶丹绕吉朗",Dzoge Nyima; Ganden Rabgye Ling; Dzoge Nyima Ganden Rabgye Ling; waixiang si,mdzod dge nyin ma'i be shing dgon; be shing dgon dga' ldan rab rgyas gling,,,,,
1179,Tokden Monastery,rtogs ldan dgon,,,,,,,,,
1183,Mandal Gon,maN+Dal dgon,,门查寺,men zha si; men cha si,sde dge maN+Dal dgon,门查寺,,,,
1184,Yarlung Sheldrak,yar klungs shel brag,,西扎寺,,,,,,,
1186,Lingto College,gling stod grwa tshang,,,,,,,,,
1187,Ga Benchen Monastery,sga ban chen dgon,,,,,,,,,
1189,Ladro Monastery,gla gro bsam grub lha ldan chos 'khor gling,,拉喔寺,Ladro Samdrub Lhaden Chokhor Ling,,,,,,
1190,Khamarin Khiid,,,,Hamariin Khiid; Khamryn Khiid; Khamaryn Khural; Khamar Monastery,,,,,,
1191,Riwo Gegye Ganden Shedrubling,ri bo dge rgyas dga' ldan bshad sgrub gling,,,Nomiin Ikh Khuree; Zuun Khuree; Riwogejigandanshaddublin,,,,,,
1192,Amarbayasgalant,,,慶寧寺,Urgun Elhe Sy; Amurbayasqulangtu keyid,,慶寧寺,,,,
1194,Kunga Choling,kun dga' chos gling grwa tshang,,,Güngaachoilin datsan,,,,,,
1195,Gyu Dratsang,rgyud grwa tshang,,,Jud Datsan,,,,,,
1196,Nedong Tsetsokpa,sne gdong rtse tshogs pa,,,Neudong,ne'u gdong,,,,,
1199,Tarde Monastery,thar bde dgon,,塔德寺,Tarde Hermitage,thar bde ri khrod,,,,,
1200,Baruun Khiid,,,贺兰山南寺,Baruun khiid; Baraγun Keyid; baragun keyid; Baraghun keid; Helanshan nansi; Guangzong si,,贺兰山南寺; 广宗寺,,,,
1201,Pekar Choling,pad dkar chos gling,,广觉寺,Badgar choiling süm; badgar coyiling sum-e; Badghar coiling süme; Udan juu; Wudang zhao; Guangjue si; Baotou Wudangzhao,pad dkar chos gling,五当召; 广觉寺,,,,
1204,Erdene Zuu,e rte ni jo bo,,光显寺,Erdene juu; Erdeni zuu; erdeni job-a; Erdeni juu; Eerdeni zhao; Guangxian si,,额尔德尼召; 光显寺; 光显寺,,,,
1205,Lhateng,lha steng dgon pa,,,,,,,,,
1206,Ganden Mamo,dga' ldan ma mo,,,,,,,,,
1211,Gojo Banak,go 'jo sba nag,,,,,,,,,
1212,Dago Monastery,brda go,,,,,,,,,
1215,Tashi Tse,bkra shis rtse dgon,,,,,,,,,
1216,Ringu Monastery,ri mgul dgon,,仁古寺,Tubten Dechen Ling; Derge Dzari Ringu; Rigul; Ringul,thub bstan bde chen gling;  sde dge rdza ri mgul dgon,,,,,
1218,Chenye Monastery,spyan g.yas dgon pa,,建叶寺,Putang Chenye,phu thang spyan g.yas,,,,,
1219,Beri Monastery,be ri dpal ldan 'gro phan gling,,白利寺,baili si; bairi si,pad ri dgon; bon ru dgon; be ru dgon,白日寺; 白利寺,,,,
1220,Labrang Shar,sa skya bla brang shar,,,,,,,,,
1224,Nyarong Gojam Gon,nyag rong go 'byams dgon,,贡觉寺,gong jue si,go 'byams dgon,贡觉寺,,,,
1226,Chodrak Gon,chos grags dgon,,曲扎寺,quzha si,,,,,,
1228,Nub Padmo De,nub padmo'i sde,,,,,,,,,
1229,Hardong Khamtsen,har gdong khams tshan,,,Drepung Gomang Hardong,,,,,,
1231,Ling Khamtsen,gling khams tshan,,,Lingwa Khamsten; Lingwa House,,,,,,
1233,Tikchi Monastery,thig phyi dgon,,,Benpa Chakdor Lhakhang,ban pa phyag rdor lha khang,,,,,
1234,Khachar,khwa char,,,,,,,,,
1235,Tubchen Dargye Ling,thub chen dar rgyas gling,,,,,,,,,
1236,Druk Jangchub Choling,brug byang chub chos gling,,降曲林寺,jiangqulin si,se ba byang chub gling; 'brug byang chub chos gling; gnam 'brug se ba byang chub gling,降曲林寺,,,,
1237,Taklung Tarling Chode,stag lung thar gling chos sde,,"达隆寺, 南达隆寺",,lho stag lung; yar 'brog stag lung; stag lung gwa tshang zhol thar gling chos gter,,,,,
1238,Wonto Monastery,dbon stod dgon,,汪堆寺,Wonton,dbon ston dgon,,,,,
1240,Tanak Pu Monastery,rta nag phu dgon,,,,,,,,,
1242,Khangmar Monastery,khang dmar dgon,,空玛寺,,,,,,,
1243,Khangmar,khang dmar dgon,,,,,,,,,
1244,Khemar Monastery,khas dmar dgon,,,,dbang ros dgon pa,,,,,
1246,Ara Khamtsen,a ra khams mtshan,,,Ara Khangtsen,,,,,,
1247,Chimilung,phyir mig lung dgon,,奇密隆寺,Chirmiklung; 奇密隆寺,phyi mi lung,奇密隆寺,,,,
1248,Shadrang,sha sbrang,,夏卜浪寺,Shadrang Puntsok Choling; xiapulang si,sha sbrang phun tshogs chos gling,夏卜浪寺,,,,
1249,Changlung Monastery,lcang lung dgon,,,,,,,,,
1250,Drentang Monastery,dran thang dgon,,,Drentang Kumbum; Drentang Hermitage,dran thang sku 'bum; dran thang ri khrod,,,,,
1251,Zangchen Monastery,zangs chen dgon,,桑青寺,Nyel Zangpoche; Zangpoche; sangqing si,gnyal zang po che,,,,,
1254,Gyakhar Gar,rgya mkhar sgar,,,Tso Gyakhar Gar,gtsos rgya mkhar sgar,,,,,
1255,Dzogon,mdzod dgon,,,,,,,,,
1256,Dungsam Riwo Tengyeling,gdung bsam ri bo bstan rgyas gling,,,Yongla Goenpa; Dungsam Yongla,,,,,,
1257,Trashigang Dzong,bkra shis sgang dzong,,,Tashigang Dzong,,,,,,
1259,Penyul Drosa,phan yul gro sa,,,,,,,,,
1261,Rashel,rwa shel,,,,ra shel,,,,,
1263,Gyelpak Monastery,rgyal 'phags bkra shis chos gling,,,Tashi Choling,,,,,,
1264,Kunub Monastery,sku nub,,,,,,,,,
1265,Khyunggon Monastery,,,,Khyunggon Mingyur Dorje Ling,,,,,,
1266,Menri (Dolanji),sman ri (do lan ji),,,,,,,,,
1267,Kyangtsang,skyang tshang dgon pa,,相藏寺,,,,,,,
1268,Drati House,sbra ti khang tshan,,,Sera Je Drati House,ser byes sbra ti khang tshan,,,,,
1270,Dechenpuk,bde chen phug,,,Dechen Puk; Dechenpuk Drubde,bde chen phug sgrub sde,,,,,
1271,Tarpeling,thar pa’i gling,,,Bumthang Tarpeling,,,,,,
1273,Pomda Sangngak Dechen Monastery,spom mda' gsang sngags bde chen dgon,,,Tsawa Pomda; Sangngak Dechen,,,,,,
1274,Zhamar Monastery,zhwa dmar dgon,,南冲寺,Amdo Zhamar; xiama si; nanchong si,,夏玛寺; 南冲寺; 南冲寺,,,,
1276,Nedruk Lhakhang,sa skya gnas drug lha khang,,,,,,,,,
1277,Zhiwa Gon,zhi ba dgon,,俄沃寺,ewo si,dpal ldan zhi ba dgon; zhi ba lha thim dgon; nyag rong zhi ba dgon,,,,,
1279,Shabme Gomne,shab smad sgom gnas,,,Gomne; Tsangto Tropu Shabme Gomne,,,,,,
1280,Gandan Tegchenling,dga' ldan theg chen gling,,,,,,,,,
1281,Drayab Monastery,brag rgyab dgon,,扎甲寺,,,,,,,
1282,Drokge Monastery,brog dge dgon,,,Pel Mingyur Ngedon Samdrub Ling,,,,,,
1283,Thikse Monastery,khrig tse dgon,,提克西寺,Tikse,khri tshogs dgon pa,,,,,
1284,Dzato Changmai Monastery,rdza stod lcang ma'i dgon,,,,lcang mai' dgon,,,,,
1286,Zangri Monastery,bzang ri dgon,,,Zangpori,,,,,,
1287,Tawang Monastery,rta dbang dgon,,,Ganden Namgyel Lhatse,,,,,,
1288,Kharteng Monastery,mkhar steng dgon,,,Nyel Kharteng; kading si,gnyal mkhar steng,卡定寺,,,,
1289,Shauk Tago,sha 'ug stag sgo,,,,bde chen chos kyi 'khor lo,,,,,
1292,Chuwar Monastery,chu dbar dgon,,,quwa si,,曲瓦寺,,,,
1294,Lo Monastery,lo dgon,,,Logon; luopu si; luo si,,洛普寺; 洛寺,,,,
