community_id,tbrc_id,community_name,founded_date,founded_date_approximate,founded_date_alternate,founded_century_id,existed_by_century_id,founded_century_id,existed_by_century_id
1538,,Tergar Ösel Ling,1990,0,,,,,
1542,,Benchen,1987,0,,,,,
1543,,Central Tibetan Administration,1959,0,,,,,
1544,,Pema Choling,,0,,,,,
1548,,Tashi Choling (Dharamsala),1984,0,,,,,
1555,,Tangkya Gon,,0,,,,,
1556,G3784,Drakkar,1254,0,,,,,
1557,,Potala School,1754,0,,,,,
1558,,Sokmo Palace,,0,,,,,
1561,,Drumpa Manor House,1790,0,,,,,
1563,,Dosib,,0,,,,,
1564,,Dungdo,,0,,,,,
1565,,Dzamtok,,0,,,,,
1566,,Shangto,,0,,,,,
1567,G1642,Rabten,,0,,,,,
1568,G4686,Wara,,0,,,,,
1570,,Dogyu Tosam Ling,,0,,,,,
1572,,"Sakya Monastery, Seattle",1974,0,,,,,
1573,,Tharlam,1981,0,,,,,
1574,,Jetsun Sakya Center,1977,0,,,,,
1575,G231,Rizong,1833,0,,,,,
1578,,Labu,1419,0,,,,,
1579,G3005,Terlam,1584,0,,,,,
1585,,Sera (India),1969,0,,,,,
1586,,Tashi Lhunpo (India),1972,0,,,,,
1589,,Padum Palace,,0,,,,,
1591,,Jamchen Lhakhang,1985,0,,,,,
1592,,Rinding,,0,,,,,
1594,,Dharma Swami Buddha Vihara,,0,,,,,
1595,,Tsarang,,0,,,,,
1597,,Tangtong Gyelpo Lhakhang,,0,,,,,
1598,,Shukden Lhakhang,,0,,,,,
1600,,Montang Chode,,0,,,,,
1601,,Kak Chode,,0,,,,,
1602,,Gemi,,0,,,,,
1603,,Dzong Chode,,0,,,,,
1606,,Sarnath,,0,,,,,
1607,,Putou Shan,,0,,,,,
1608,G500,Kandze Shedrub Norbu Ling,1662,0,,,,,
1609,,Lingyin Temple,328,0,,,,,
1611,,Sakya Centre,1964,0,,,,,
1612,,Shakya Shei-Drub Ling,1980,0,,,,,
1613,,Lerab Ling,1991,0,,,,,
1615,,Dzogchen Monastery India,1992,0,,,,,
1621,G3184,Gyelmo Murdo,,0,,,,,
1625,G1KG22026,Ditsa Parkhang,,0,,,,,
1627,G2722,Pangshar,1265,0,,,,,
1630,G1567,Dongtok,1587,0,,,,,
1631,G1KR183,Dhīpu,1844,0,,,,,
1632,G1679 ,Yakze,1687,0,,,,,
1634,G1685,Tenpel,,0,,,,,
1636,G3923,Bumsar,,0,,,,,
1637,,Pema Osel Ling,,0,,,,,
1638,,Chagdud Dechen Ling,,0,,,,,
1639,,Rigdzin Gatsel,,0,,,,,
1640,,Ati Ling,,0,,,,,
1641,,Rigdzin Ling,1988,0,,,,,
1642,,Khadro Ling,1995,0,,,,,
1645,G1PD76601,Sarwahai,,0,,,,,
1648,,Zhakdra Yumtso,,0,,,,,
1651,,Kyire School,,0,,,,,
1653,,Chobar,,0,,,,,
1655,,Tarpa Tse,,0,,,,,
1656,,Kunzang Odsal Palyul Changchub Choling ,,0,,,,,
1657,,Palyul Retreat Center,,0,,,,,
1658,,Dagpo Shedrubling Monastery,,0,,,,,
1659,,Drepung Gomang India,,0,,,,,
1660,G4910,Se Monastery,,0,,,,,
1661,,Takten Puntsok Choling,1962,0,,,,,
1664,,Nyingma Institute,1972,0,,,,,
1665,,Yeshe Nyingpo,1974,0,,,,,
1666,,Garchen Buddhist Institute,1997,0,,,,,
1667,,Orgyen Chö Dzong,1980,0,,,,,
1668,,Tibet Center,1975,0,,,,,
1670,,Vajrapani Institute,1982,0,,,,,
1671,,Rigdzin Gatsel Ling ,,0,,,,,
1672,,Lama Ling,,0,,,,,
1676,G3660,Nego Monastery,,0,,,,,
1678,,Tekchen Choling Tsuklagkhang,1969,0,,,,,
1679,G2DOMM0024,Dashchoilin Khiid,1990,0,,,,,
1681,,Geden Sheddup Choikorling,1996,0,,,,,
1682,,Green Tara Center,,0,,,,,
1683,,Moscow Buddhist Center Lama Tsongkhapa,1996,0,,,,,
1684,,Idgaachoinzinling Monastic College,,0,,,,,
1685,,Lachen Monastery,1858,0,,,,,
1687,,Changra Samdrubtse,,0,,,,,
1688,,John Giorno Foundation,,0,,,,,
1689,,Tashi Gomang Stupa,1996,0,,,,,
1690,,Tibet House,1987,0,,,,,
1691,,Deer Park Buddhist Center,1976,0,,,,,
1695,,Kagyu Tsekchok Ling,1988,0,,,,,
1697,G3500,Zhakdra Lhatse,,0,,,,,
1698,G1KR89,Namgyelteng,,0,,,,,
1700,,Tibetan Mongolian Buddhist Cultural Center,1979,0,,,,,
1701,G2642 ,Dilyak,1811,0,,,,,
1703,G1KR2912,Aten Tsamkhang,,0,,,,,
1707,,CIHTS,1967,0,,,,,
1708,,Tsakho,1409,0,,,,,
1710,G2CN11109,Draklha Gampo,,0,,,,,
1711,G1PD83959,Drakkar Treldzong,,0,,,,,
1712,G2CN11113,Kuso Togyel,,0,,,,,
1715,,Ghoom Monastery,,0,,,,,
1716,,Dundul Rabtenling,,0,,,,,
1717,,Tso Pema Orgyen Heruka Nyingmapa Gompa,1961,0,,,,,
1718,,Dudjom Gonpa  ,,0,,,,,
1719,,Tashi Choling (Oregon),1980,0,,,,,
1720,,Urgyen Samyé Chöling ,,0,,,,,
1722,,Jangsa Gompa,,0,,,,,
1723,,Karye,,0,,,,,
1724,G00AG01624,Zangzang Lhadrak,,0,,,,,
1725,,Mahasiddha Nyingmapa Center,1973,0,,,,,
1726,,Kharnang Gongma,1887,0,,,,,
1727,,Namgyel (Dharamsala),,0,,,,,
1728,,Nyingma Kathok Buddhist Center,,0,,,,,
1729,,Katok Ritrö retreat center,,0,,,,,
1730,,Dudjom Namdrol Choling,,0,,,,,
1731,,Zhichen Bairo Ling,,0,,,,,
1732,,Iron Knot Ranch,,0,,,,,
1733,,"Tsinta Mani Choling, Spokane",,0,,,,,
1734,,Katog Tingdzin Ling,,0,,,,,
1735,,Katog Rit'hröd,,0,,,,,
1736,,Sravasti Abbey,2003,0,,,,,
1737,,Orgyen Dorje Den,,0,,,,,
1738,,Palri Pema Od Ling,,0,,,,,
1739,,Kathok Center,,0,,,,,
1740,,Katog Ratna Ling,,0,,,,,
1741,,Adzom Wosel Dongag Chokher Ling,,0,,,,,
1742,,Yeshe Khorlo Buddhist Society Singapore,,0,,,,,
1743,G3826,Dokho Monastery,,0,,,,,
1744,,Tsegyalgar East,1982,0,,,,,
