author_id,biography_id,display_order
19,641,1
19,642,1
19,643,1
19,644,1
19,645,1
19,646,1
19,647,1
19,648,1
19,649,1
19,650,1
19,651,1
19,652,1
19,653,1
19,654,1
19,655,1
19,656,1
19,657,1
3,658,1
19,659,1
71,660,1
42,661,1
19,662,1
19,663,1
19,664,1
43,665,1
19,668,1
37,669,1
19,670,1
19,671,1
19,672,1
19,673,1
19,674,1
19,676,1
19,677,1
19,678,1
19,679,1
44,680,1
44,681,1
31,682,1
31,683,1
31,684,1
31,685,1
31,686,1
31,687,1
31,688,1
19,689,1
19,690,1
19,691,1
26,692,1
26,693,1
26,694,1
19,695,1
32,696,1
32,697,1
32,698,1
32,699,1
32,700,1
19,701,1
19,702,1
19,703,1
19,704,1
19,705,1
19,706,1
19,707,1
19,708,1
19,709,1
45,710,1
46,711,1
26,712,1
26,713,1
26,714,1
26,715,1
26,716,1
5,717,1
5,718,1
5,719,1
5,720,1
5,721,1
5,722,1
5,723,1
5,724,1
26,725,1
26,726,1
19,727,1
19,728,1
19,729,1
19,730,1
19,731,1
32,732,1
45,733,1
26,734,1
26,735,1
19,736,1
5,737,1
19,738,1
19,739,1
19,740,1
1,741,1
19,742,1
32,743,1
32,744,1
32,745,1
49,750,1
46,751,1
32,752,1
26,753,1
26,754,1
26,755,1
32,755,1
26,756,1
26,757,1
26,758,1
26,759,1
26,760,1
26,761,1
26,762,1
26,763,1
26,764,1
26,765,1
32,766,1
19,772,1
19,773,1
49,774,1
47,775,1
50,776,1
47,777,1
32,778,1
32,779,1
32,780,1
32,781,1
32,782,1
32,783,1
26,784,1
26,785,1
26,786,1
26,787,1
19,788,1
19,789,1
19,790,1
19,791,1
19,792,1
19,793,1
19,794,1
19,795,1
19,796,1
47,797,1
26,798,1
26,799,1
26,800,1
26,801,1
5,802,1
53,803,1
19,804,1
26,805,1
5,806,1
46,807,1
26,808,1
26,809,1
26,810,1
26,811,1
26,812,1
19,813,1
19,814,1
20,815,1
32,815,1
20,816,1
32,816,1
19,817,1
47,818,1
47,819,1
32,820,1
32,821,1
47,822,1
47,823,1
46,824,1
51,825,1
32,826,1
45,827,1
32,828,1
32,829,1
52,830,1
23,831,1
1,832,1
19,833,1
19,834,1
19,835,1
47,836,1
47,837,1
47,838,1
26,839,1
5,840,1
5,841,1
55,842,1
56,843,1
19,844,1
19,845,1
19,846,1
58,847,1
19,848,1
19,849,1
19,850,1
19,851,1
19,852,1
59,853,1
59,854,1
60,855,1
61,856,1
62,856,1
32,857,1
32,858,1
32,859,1
32,860,1
26,861,1
26,862,1
26,863,1
26,864,1
26,865,1
26,867,1
26,868,1
47,869,1
47,870,1
5,871,1
47,872,1
57,873,1
32,874,1
5,875,1
63,876,1
26,877,1
26,878,1
26,879,1
19,880,1
19,881,1
19,882,1
5,883,1
64,884,1
32,885,1
32,886,1
32,887,1
8,888,1
32,889,1
65,890,1
32,891,1
32,892,1
32,893,1
32,894,1
19,895,1
19,896,1
19,897,1
19,898,1
19,899,1
66,900,1
67,901,1
67,902,1
26,903,1
26,904,1
26,905,1
26,906,1
26,907,1
68,908,1
68,909,1
68,911,1
68,912,1
19,913,1
47,914,1
69,915,1
47,916,1
70,917,1
1,918,1
1,919,1
1,920,1
46,921,1
32,922,1
68,923,1
68,924,1
68,925,1
73,926,1
26,927,1
26,928,1
26,929,1
26,930,1
1,931,1
46,932,1
46,933,1
46,934,1
73,935,1
47,936,1
47,937,1
47,938,1
47,939,1
47,940,1
47,941,1
47,942,1
74,943,1
74,944,1
75,945,1
75,946,1
75,947,1
75,948,1
75,949,1
68,950,1
68,951,1
68,952,1
68,953,1
68,954,1
68,955,1
68,956,1
68,957,1
68,958,1
68,959,1
68,960,1
68,961,1
68,962,1
68,963,1
76,964,1
76,965,1
77,966,1
68,967,1
68,968,1
68,969,1
68,970,1
68,971,1
68,972,1
5,973,1
78,974,1
32,975,1
79,976,1
8,977,1
80,978,1
68,979,1
68,980,1
68,981,1
46,982,1
19,983,1
19,984,1
19,985,1
5,986,1
73,987,1
73,988,1
73,989,1
73,990,1
73,991,1
75,992,1
75,993,1
75,994,1
75,995,1
75,996,1
75,997,1
75,998,1
75,999,1
5,1000,1
32,1000,1
68,1001,1
68,1002,1
68,1003,1
68,1004,1
68,1005,1
68,1006,1
68,1007,1
68,1008,1
68,1009,1
68,1010,1
68,1011,1
68,1012,1
68,1013,1
68,1014,1
68,1015,1
5,1016,1
68,1017,1
68,1018,1
68,1019,1
68,1020,1
5,1021,1
68,1021,1
5,1022,1
68,1022,1
5,1023,1
68,1023,1
81,1024,1
32,1025,1
75,1026,1
75,1027,1
75,1028,1
75,1029,1
3,1030,1
5,1031,1
18,1032,1
32,1033,1
75,1034,1
75,1035,1
75,1036,1
75,1037,1
75,1038,1
26,1039,1
26,1040,1
26,1041,1
26,1042,1
26,1044,1
26,1045,1
26,1046,1
26,1047,1
26,1048,1
26,1049,1
26,1050,1
26,1051,1
26,1052,1
26,1053,1
26,1054,1
73,1054,1
26,1055,1
26,1056,1
82,1057,1
82,1058,1
26,1059,1
26,1060,1
82,1061,1
73,1062,1
83,1063,1
26,1064,1
26,1065,1
26,1066,1
26,1067,1
5,1068,1
5,1069,1
26,1070,1
26,1071,1
26,1072,1
26,1073,1
26,1074,1
26,1075,1
26,1076,1
84,1077,1
84,1078,1
84,1079,1
84,1080,1
84,1081,1
26,1082,1
26,1083,1
26,1084,1
26,1085,1
32,1086,1
32,1087,1
1,1088,1
26,1089,1
26,1090,1
26,1091,1
26,1092,1
26,1093,1
26,1094,1
26,1095,1
26,1096,1
26,1097,1
26,1098,1
19,1099,1
19,1100,1
85,1101,1
5,1102,1
26,1103,1
26,1104,1
26,1105,1
26,1106,1
26,1107,1
26,1108,1
73,1108,1
86,1109,1
26,1110,1
73,1110,1
26,1111,1
73,1111,1
82,1112,1
82,1113,1
26,1114,1
26,1115,1
26,1116,1
73,1116,1
26,1117,1
26,1118,1
5,1119,1
82,1120,1
82,1121,1
26,1122,1
26,1123,1
26,1124,1
26,1125,1
26,1126,1
26,1127,1
26,1128,1
26,1129,1
26,1130,1
47,1131,1
26,1132,1
26,1133,1
26,1134,1
26,1135,1
26,1136,1
26,1137,1
26,1138,1
26,1139,1
26,1140,1
26,1141,1
26,1142,1
26,1143,1
26,1144,1
82,1145,1
87,1146,1
82,1147,1
82,1148,1
26,1149,1
1,1150,1
26,1151,1
26,1152,1
26,1153,1
26,1154,1
26,1155,1
26,1156,1
26,1157,1
26,1158,1
26,1159,1
82,1160,1
88,1161,1
88,1162,1
1,1163,1
26,1164,1
82,1165,1
82,1166,1
89,1167,1
47,1168,1
90,1169,1
26,1170,1
91,1171,1
92,1172,1
1,1173,1
5,1173,1
93,1174,1
3,1175,1
3,1176,1
3,1177,1
80,1178,1
94,1179,1
46,1180,1
95,1181,1
3,1182,1
46,1183,1
37,1184,1
3,1185,1
3,1186,1
96,1187,1
87,1188,1
26,1189,1
26,1190,1
26,1191,1
26,1192,1
19,1193,1
73,1193,1
82,1194,1
97,1195,1
26,1196,1
26,1197,1
94,1198,1
82,1199,1
82,1200,1
94,1201,1
98,1202,1
99,1203,1
101,1204,1
80,1205,1
5,1206,1
103,1207,1
5,1208,1
103,1209,1
35,1210,1
104,1210,1
103,1211,1
105,1212,1
106,1213,1
106,1214,1
107,1215,1
108,1216,1
5,1217,1
5,1218,1
5,1219,1
5,1220,1
5,1221,1
5,1222,1
5,1223,1
5,1224,1
5,1225,1
5,1226,1
5,1227,1
73,1228,1
5,1229,1
109,1230,1
5,1231,1
5,1232,1
5,1233,1
5,1234,1
5,1235,1
5,1236,1
5,1237,1
5,1238,1
110,1239,1
103,1240,1
5,1241,1
26,1243,1
26,1244,1
26,1245,1
26,1246,1
5,1247,1
111,1248,1
112,1248,2
113,1249,1
3,1250,1
114,1251,1
115,1252,1
3,1253,1
115,1254,1
105,1255,1
116,1255,1
117,1256,1
118,1257,1
119,1259,1
20,1260,1
105,1261,1
116,1261,1
120,1262,1
5,1263,1
121,1264,1
5,1265,1
82,1266,1
122,1267,1
80,1268,1
80,1269,1
5,1270,1
5,1271,1
118,1272,1
5,1273,1
83,1274,1
80,1275,1
80,1276,1
5,1277,1
5,1278,1
5,1279,1
5,1280,1
5,1281,1
5,1282,1
73,1283,1
80,1284,1
80,1285,1
73,1286,1
5,1287,1
80,1288,1
80,1289,1
123,1290,1
124,1291,1
73,1292,1
98,1293,1
125,1294,1
126,1295,1
5,1296,1
5,1297,1
80,1298,1
80,1299,1
125,1300,1
3,1301,1
46,1302,1
124,1303,1
105,1304,1
127,1305,1
5,1306,1
5,1307,1
5,1308,1
5,1309,1
5,1310,1
5,1311,1
5,1312,1
5,1313,1
5,1314,1
5,1315,1
129,1316,1
5,1317,1
46,1317,2
5,1318,1
5,1319,1
5,1320,1
5,1321,1
5,1322,1
46,1323,1
46,1324,1
83,1325,1
5,1326,1
5,1327,1
5,1328,1
5,1329,1
5,1330,1
73,1331,1
82,1332,1
73,1333,1
73,1334,1
73,1335,1
73,1336,1
115,1337,1
115,1338,1
115,1339,1
130,1340,1
115,1341,1
115,1342,1
115,1343,1
115,1344,1
126,1346,1
5,1347,1
5,1348,1
5,1349,1
5,1350,1
131,1351,1
5,1352,1
5,1353,1
5,1354,1
132,1355,1
5,1356,1
5,1357,1
5,1358,1
5,1359,1
5,1360,1
46,1361,1
5,1362,1
5,1363,1
5,1364,1
5,1365,1
5,1366,1
5,1367,1
5,1368,1
73,1369,1
135,1370,1
127,1371,1
5,1372,1
5,1373,1
5,1374,1
5,1375,1
5,1376,1
5,1377,1
5,1378,1
5,1379,1
5,1380,1
46,1381,1
111,1382,1
129,1383,1
136,1384,1
136,1385,1
136,1386,1
136,1387,1
136,1388,1
73,1389,1
73,1390,1
73,1391,1
136,1392,1
127,1393,1
137,1394,3
138,1394,2
139,1394,1
98,1395,1
5,1396,1
5,1397,1
46,1398,1
136,1399,1
136,1400,1
136,1401,1
140,1402,1
80,1403,1
115,1404,1
115,1405,1
115,1406,1
115,1407,1
115,1408,1
80,1409,1
46,1410,1
141,1411,1
136,1412,1
136,1413,1
136,1414,1
136,1415,1
136,1416,1
136,1417,1
136,1418,1
136,1419,1
136,1420,1
136,1421,1
23,1422,1
136,1423,1
136,1424,1
125,1425,1
125,1426,1
125,1427,1
125,1428,1
125,1429,1
125,1430,1
105,1431,1
136,1432,1
136,1433,1
136,1434,1
136,1435,1
136,1436,1
136,1437,1
136,1438,1
5,1439,1
136,1440,1
98,1441,1
142,1442,1
143,1443,1
143,1444,1
143,1445,1
144,1446,1
144,1447,1
5,1448,1
125,1449,1
136,1450,1
136,1451,1
125,1452,1
125,1453,1
98,1454,1
3,1455,1
136,1456,1
136,1457,1
