biography_id,person_id,published_display_date,updated_display_date,initial_approval_date
1174,10579,June 2017,,2017-06-23 16:35:27
1175,10168,July 2017,,2017-07-12 3:09:18
1176,5803,July 2017,,2017-07-26 10:19:10
1177,7326,September 2017,,2017-09-13 13:31:53
1178,2854,September 2017,,2017-09-14 15:24:22
1179,6874,September 2017,May 2018,2017-09-18 11:43:10
1180,7732,September 2017,,2017-09-26 12:12:07
1181,6351,October 2017,,2017-10-10 19:31:15
1182,10480,November 2017,,2017-11-14 15:30:17
1183,6470,November 2017,,2017-11-29 15:19:43
1184,2419,December 2017,,2017-12-01 20:23:34
1185,2791,December 2017,,2017-12-12 14:48:43
1186,7565,December 2017,,2017-12-12 14:48:44
1187,13596,December 2017,,2017-12-14 19:55:13
1188,1639,January 2018,,2018-01-05 20:13:18
1189,13597,February 2018,,2018-02-14 16:38:46
1190,9172,February 2018,,2018-02-14 16:38:46
1191,13598,February 2018,,2018-02-14 16:38:38
1192,3770,February 2018,,2018-02-14 16:38:43
1193,3152,February 2018,,2018-02-14 16:38:36
1194,13611,March 2018,,2018-03-07 17:55:15
1195,10835,March 2018,,2018-03-14 21:47:54
1196,13612,March 2018,,2018-03-26 15:41:53
1197,13613,March 2018,,2018-03-29 13:26:16
1198,13614,April 2018,,2018-04-04 21:26:47
1199,13615,April 2018,,2018-04-09 13:42:15
1200,13616,April 2018,,2018-04-09 13:42:17
1201,6009,June 2018,,2018-06-18 17:13:35
1202,13617,July 2018,,2018-07-03 14:32:30
1203,11056,July 2018,,2018-07-13 12:29:18
1204,9361,July 2018,,2018-07-26 15:16:08
1205,5693,October 2018,,2018-10-29 18:40:44
1206,7113,November 2018,,2018-11-16 21:28:58
1207,6275,December 2018,,2018-12-18 15:20:57
1208,10811,January 2019,,2019-01-16 19:34:04
1209,10280,February 2019,,2019-02-13 15:42:03
1210,4086,February 2019,,2019-02-28 16:16:31
1211,5527,March 2019,,2019-03-27 16:31:59
1212,9585,April 2019,,2019-04-08 15:37:11
1213,9945,July 2019,,2019-07-30 14:11:25
1214,11741,July 2019,,2019-07-30 14:11:26
1215,23,August 2019,,2019-08-09 16:36:54
1216,9574,August 2019,,2019-08-27 19:31:53
1217,6678,November 2019,,2019-11-06 21:27:45
1218,10908,November 2019,,2019-11-07 17:08:02
1219,10900,November 2019,,2019-11-08 17:05:41
1220,10911,November 2019,,2019-11-08 20:24:55
1221,10970,November 2019,,2019-11-15 17:07:57
1222,10980,November 2019,,2019-11-20 17:37:55
1223,10961,November 2019,,2019-11-20 21:05:05
1224,13627,November 2019,,2019-11-21 18:00:44
1225,13631,November 2019,,2019-11-25 14:23:30
1226,10981,November 2019,,2019-11-25 16:47:13
1227,10982,November 2019,,2019-11-25 16:47:12
1228,13628,December 2019,,2019-12-05 14:02:29
1229,3736,December 2019,,2019-12-10 22:48:45
1230,10699,December 2019,,2019-12-20 20:23:57
1231,13633,December 2019,,2019-12-23 18:07:09
1232,13634,December 2019,,2019-12-23 18:07:08
1233,3660,January 2019,,2020-01-06 20:35:42
1234,13635,January 2020,,2020-01-07 16:05:53
1235,13636,January 2020,,2020-01-07 17:04:07
1236,13638,January 2020,,2020-01-08 17:40:45
1237,13642,January 2020,,2020-01-08 17:40:45
1238,6374,January 2020,,2020-01-10 17:19:55
1239,4622,January 2020,,2020-01-17 16:44:41
1240,6733,February 2020,,2020-02-24 18:07:12
1241,5386,February 2020,,2020-02-28 17:18:13
1243,5820,March 2020,,2020-03-30 17:28:00
1244,6441,March 2020,,2020-03-30 19:17:52
1245,7090,March 2020,,2020-03-31 15:42:09
1246,5822,March 2020,,2020-03-31 15:42:05
1247,1370,May 2020,,2020-05-11 14:41:10
1248,13648,May 2020,,2020-05-27 12:17:34
1249,5312,June 2020,,2020-06-12 19:24:20
1250,8354,July 2020,,2020-07-03 19:29:32
1251,7473,July 2020,,2020-07-08 17:15:06
1252,13650,July 2020,,2020-07-13 16:24:56
1253,12838,July 2020,,2020-07-16 13:41:49
1254,7305,July 2020,,2020-07-22 20:23:22
1255,9594,July 2020,,2020-07-29 19:06:43
1256,13652,August 2020,,2020-08-11 16:15:16
1257,13655,August 2020,,2020-08-14 15:28:31
1259,5306,October 2020,,2020-10-08 15:57:37
1260,11183,October 2020,,2020-10-20 15:04:15
1261,10617,October 2020,,2020-10-29 19:35:34
1262,8730,November 2020,,2020-11-12 19:58:52
1263,11231,January 2021,,2021-01-10 15:58:41
1264,2882,January 2021,,2021-01-14 22:15:35
1265,12180,February 2021,,2021-02-02 20:22:10
1266,7929,February 2021,,2021-02-15 20:37:47
1267,6194,February 2021,,2021-02-16 15:54:18
1268,7007,March 2021,,2021-03-10 18:04:05
1269,13666,March 2021,,2021-03-16 15:25:43
1270,13654,March 2021,,2021-03-16 18:55:09
1271,13659,April 2021,,2021-04-06 19:43:21
1272,5824,April 2021,,2021-04-08 18:38:50
1273,13653,April 2021,,2021-04-21 14:39:05
1274,9301,June 2021,,2021-06-02 13:03:47
1275,5894,June 2021,,2021-06-05 16:00:17
1276,3955,June 2021,,2021-06-07 16:43:36
1277,13677,June 2021,,2021-06-07 19:26:57
1278,12553,June 2021,,2021-06-07 19:26:52
1279,4820,June 2021,,2021-06-07 19:26:47
1280,13679,June 2021,,2021-06-08 15:42:47
1281,12741,June 2021,,2021-06-08 15:42:45
1282,11385,June 2021,,2021-06-14 22:13:52
1283,13683,June 2021,,2021-06-21 15:09:27
1284,8906,June 2021,,2021-06-28 20:10:10
1285,2541,June 2021,,2021-06-28 20:10:13
1286,13684,June 2021,,2021-06-28 20:10:11
1287,13686,June 2021,,2021-06-30 2:25:18
1288,7881,June 2021,,2021-06-30 2:25:20
1289,7882,July 2021,,2021-07-01 18:51:32
1290,9983,"July 1, 2021",,2021-07-01 18:51:30
1291,2162,July 2021,,2021-07-07 18:26:29
1292,13687,July 2021,,2021-07-14 15:10:45
1293,13688,"July, 2021",,2021-07-16 18:40:44
1294,3266,July 2021,,2021-07-26 19:45:39
1295,13689,July 2021,,2021-07-27 15:07:16
1296,13692,August 2021,,2021-08-11 18:33:17
1297,12839,August 2021,,2021-08-14 20:43:48
1298,13693,August 2021,,2021-08-31 20:40:07
1299,13694,August 2021,,2021-08-31 20:40:06
1300,9761,September 2021,,2021-09-28 18:02:11
1301,13462,November 2021,,2021-11-22 15:17:51
1302,13697,December 2021,,2021-12-14 17:03:25
1303,1659,January 2022,,2022-01-19 19:15:18
1304,3485,February 2022,,2022-02-22 16:08:04
1305,13698,February 2022,,2022-02-23 16:01:48
1306,8,March 2022,,2022-03-03 19:28:35
1307,13699,March 2022,,2022-03-04 19:36:51
1308,13700,March 2022,,2022-03-04 20:18:29
1309,9343,March 2022,,2022-03-04 20:45:38
1310,13701,March 2022,,2022-03-04 21:19:25
1311,11290,March 2022,,2022-03-07 17:22:57
1312,13702,March 2022,,2022-03-07 17:22:54
1313,13703,March 2022,,2022-03-07 17:22:56
1314,13704,March 2022,,2022-03-07 17:22:58
1315,13706,March 2022,,2022-03-22 19:23:36
1316,5805,March 2022,,2022-03-22 20:24:13
1317,8507,May 2022,,2022-05-02 19:10:30
1318,12500,May 2022,,2022-05-05 14:47:21
1319,13707,May 2022,,2022-05-05 18:53:23
1320,2069,May 2022,,2022-05-09 15:35:05
1321,12743,May 2022,,2022-05-09 15:35:03
1322,12742,May 2022,,2022-05-09 15:35:06
1323,9047,May 2022,,2022-06-01 19:29:40
1324,12171,June 2022,,2022-06-01 19:29:41
1325,2418,June 2022,,2022-06-15 13:26:31
1326,13718,June 2022,,2022-06-27 15:29:25
1327,13719,June 2022,,2022-06-27 15:29:26
1328,13720,June 2022,,2022-06-27 15:29:25
1329,13721,June 2022,,2022-06-27 15:29:27
1330,10355,June 2022,,2022-06-28 16:51:07
1331,13722,June 2022,,2022-06-30 19:42:51
1332,13723,June 2022,,2022-06-30 19:42:44
1333,13724,June 2022,,2022-06-30 19:42:48
1334,9289,June 2022,,2022-06-30 20:05:17
1335,13625,June 2022,,2022-06-30 20:46:09
1336,13725,June 2022,,2022-06-30 21:01:11
1337,6076,July 2022,,2022-07-26 16:36:41
1338,12403,July 2022,,2022-07-26 16:36:40
1339,7525,July 2022,,2022-07-26 16:36:39
1340,13731,July 2022,,2022-08-08 19:21:58
1341,13737,November 2022,,2022-11-02 11:50:29
1342,13738,November 2022,,2022-11-02 11:50:28
1343,8156,November 2022,,2022-11-02 11:50:27
1344,13740,November 2022,,2022-11-17 16:57:12
1346,13744,December 2022,,2022-12-01 13:21:50
1347,13747,January 2023,,2023-01-10 22:35:12
1348,13748,January 2023,,2023-01-10 22:35:14
1349,13749,January 2023,,2023-01-10 22:35:13
1350,13750,January 2023,,2023-01-10 22:35:13
1351,13773,January 2023,,2023-01-20 16:14:33
1352,7297,March 2023,,2023-03-01 16:00:06
1353,3822,March 2023,,2023-03-13 20:04:10
1354,13745,March 2023,,2023-03-20 16:18:27
1355,13805,March 2023,,2023-03-22 20:03:09
1356,13788,March 2023,,2023-03-23 19:32:13
1357,13787,March 2023,,2023-03-23 19:55:43
1358,13803,March 2023,,2023-03-23 20:23:24
1359,13794,March 2023,,2023-03-23 20:47:21
1360,12479,March 2023,,2023-03-24 16:18:44
1361,13809,April 2023,,2023-04-12 18:28:56
1362,12745,April 2023,,2023-04-20 19:48:39
1363,10203,April 2023,,2023-04-20 19:48:38
1364,13249,April 2023,,2023-04-20 19:48:35
1365,13246,April 2023,,2023-04-24 15:57:42
1366,13797,April 2023,,2023-04-24 15:57:37
1367,13795,April 2023,,2023-04-24 15:57:41
1368,13796,April 2023,,2023-04-24 15:57:39
1369,13708,May 2023,,2023-05-11 13:36:28
1370,13810,May 2023,,2023-05-12 15:48:00
1371,2945,May 2023,,2023-05-18 14:48:52
1372,11158,June 2023,,2023-06-05 22:00:34
1373,13806,June 2023,,2023-06-05 22:00:36
1374,13793,June 2023,,2023-06-05 22:00:39
1375,12613,June 2023,,2023-06-05 22:00:34
1376,13647,June 2023,,2023-06-05 22:00:39
1377,13798,June 2023,,2023-06-05 22:00:38
1378,13248,June 2023,,2023-06-06 15:03:30
1379,13789,June 2023,,2023-06-06 15:03:29
1380,4310,June 2023,,2023-06-06 15:03:29
1381,13811,June 2023,,2023-06-07 20:07:23
1382,13812,June 2023,,2023-06-15 13:03:24
1383,13690,June 2023,,2023-06-15 16:15:34
1384,12981,June 2023,,2023-06-16 20:01:01
1385,13815,June 2023,,2023-06-21 14:05:27
1386,8456,June 2023,,2023-06-21 14:05:26
1387,8455,June 2023,,2023-06-21 14:05:26
1388,8454,June 2023,,2023-06-21 14:05:25
1389,1721,July 2023,,2023-07-06 14:51:48
1390,1719,July 2023,,2023-07-06 14:51:48
1391,1720,July 2023,,2023-07-06 14:51:49
1392,3627,July 2023,,2023-07-07 20:46:23
1393,13816,July 2023,,2023-07-18 21:15:32
1394,12439,August 2023,,2023-08-01 19:18:48
1395,13817,August 2023,,2023-08-14 17:23:06
1396,13790,August 2023,,2023-08-14 17:23:04
1397,13791,August 2023,,2023-08-14 17:23:03
1398,11428,August 2023,,2023-08-17 15:55:11
1399,13819,August 2023,,2023-08-24 16:00:17
1400,10320,August 2023,,2023-08-24 16:00:21
1401,10319,August 2023,,2023-08-24 16:00:18
1402,13820,August 2023,,2023-08-25 16:54:31
1403,8972,August 2023,,2023-08-30 16:53:34
1404,13821,August 2023,,2023-08-31 16:29:19
1405,13822,August 2023,,2023-08-31 16:29:19
1406,13823,August 2023,,2023-08-31 16:29:18
1407,13824,August 2023,,2023-08-31 16:29:15
1408,13825,August 2023,,2023-08-31 16:29:12
1409,2424,September 2023,,2023-09-08 21:15:16
1410,13828,October 2023,,2023-10-17 16:26:13
1411,11437,,,2023-10-19 12:37:49
1412,13836,October 2023,,2023-10-23 19:01:27
1413,13837,October 2023,,2023-10-23 19:01:49
1414,13838,October 2023,,2023-10-23 19:01:46
1415,13839,October 2023,,2023-10-23 19:01:44
1416,13840,October 2023,,2023-10-23 19:01:31
1417,13841,October 2023,,2023-10-23 19:01:40
1418,13842,October 2023,,2023-10-23 19:01:35
1419,13843,October 2023,,2023-10-27 14:51:42
