tol_id,tbrc_id,primary_name,prefered_wylie,name_variant,lang_tag
6489,P4086,Drungchen Khachopa Namkha Gyeltsen,drung chen mkha' spyod pa nam mkha' rgyal mtshan,mkha' spyod pa nam mkha' rgyal mtshan,bo-x-ewts
6489,P4086,Drungchen Khachopa Namkha Gyeltsen,drung chen mkha' spyod pa nam mkha' rgyal mtshan,Khachopa Namkha Gyeltsen,en
6489,P4086,Drungchen Khachopa Namkha Gyeltsen,drung chen mkha' spyod pa nam mkha' rgyal mtshan,Namkha Gyeltsen,en
6490,P4087,rdo rje rin chen rgyal mtshan,rdo rje rin chen rgyal mtshan,sa skya pa,bo-x-ewts
6491,P4088,Doton Sherab Drakpa,rdo ston shes rab grags pa,shes rab grags pa,bo-x-ewts
6491,P4088,Doton Sherab Drakpa,rdo ston shes rab grags pa,snar thang mkhan chen 02 shes rab grags pa,bo-x-ewts
6491,P4088,Doton Sherab Drakpa,rdo ston shes rab grags pa,Sherab Drakpa,en
6491,P4088,Doton Sherab Drakpa,rdo ston shes rab grags pa,g.yas chen po shes rab grags,bo-x-ewts
6491,P4088,Doton Sherab Drakpa,rdo ston shes rab grags pa,Gyechenpo Sherab Drak,en
6492,P4089,dpal ldan rdo rje,dpal ldan rdo rje,dpal ldan rdo rje,bo-x-ewts
6493,P409,"The Second Rongpo Drubchen, Ngawang Trinle Gyatso",rong po grub chen 02 ngag dbang 'phrin las rgya mtsho,skal ldan 02 ngag dbang 'phrin las rgya mtsho,bo-x-ewts
6493,P409,"The Second Rongpo Drubchen, Ngawang Trinle Gyatso",rong po grub chen 02 ngag dbang 'phrin las rgya mtsho,Kelden 02 Ngawang Trinle Gyatso,en
6493,P409,"The Second Rongpo Drubchen, Ngawang Trinle Gyatso",rong po grub chen 02 ngag dbang 'phrin las rgya mtsho,dpal dgyes rdo rje,bo-x-ewts
6493,P409,"The Second Rongpo Drubchen, Ngawang Trinle Gyatso",rong po grub chen 02 ngag dbang 'phrin las rgya mtsho,Pelgye Dorje,en
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,sde drug blo bzang mkhyen rab dbang phyug,bo-x-ewts
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,bo-x-ewts
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,spros nang ba blo bzang mkhyen rab dbang phyug,bo-x-ewts
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,mkhyen rab dbang phyug,bo-x-ewts
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,dga' ldan khri chen 76 blo bzang mkhyen rab dbang phyug,bo-x-ewts
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,Ganden Trichen 76 Lobzang Khyenrab Wangchuk,en
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,Ganden Tripa 76 Lobzang Khyenrab Wangchuk,en
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,Dedruk Lobzang Khyenrab Wangchuk ,en
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,Tronangwa Lobzang Khyenrab Wangchuk ,en
6498,P4094,"The Seventy-Sixth Ganden Tripa, Lobzang Khyenrab Wangchuk",dga' ldan khri pa 76 blo bzang mkhyen rab dbang phyug,Dedruk 01,en
6499,P4095,"The Tenth Derge King, Tenpa Tsering",sde dge rgyal po 10 bstan pa tshe ring,sde dge rgyal po bstan pa tshe ring,bo-x-ewts
6502,P4098,"The Second Detri, Jigme Lungrik Gyatso",sde khri 02 'jigs med lung rigs rgya mtsho,sde khri 02 'jigs med lung rigs rgya mtsho,bo-x-ewts
6502,P4098,"The Second Detri, Jigme Lungrik Gyatso",sde khri 02 'jigs med lung rigs rgya mtsho,bla brang khri 16 'jigs med lung rigs rgya mtsho,bo-x-ewts
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,bse tshang 01 ngag dbang bkra shis,bo-x-ewts
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,sras ngag dbang bkra shis,bo-x-ewts
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,sbyin pa rgya mtsho,bo-x-ewts
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,bse ngag dbang bkra shis,bo-x-ewts
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,bla brang khri 02 ngag dbang bkra shis,bo-x-ewts
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,Labrang Tri 02 Ngawang Tashi,en
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,Se Ngawang Tashi,en
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,Setsang 01 Ngawang Tashi,en
6505,P410,"The First Setsang, Ngawang Tashi",bse tshang 01 ngag dbang bkra shis,Jinpa Gyatso,en
6508,P4102,blo bzang bstan pa chos 'phel,blo bzang bstan pa chos 'phel,mdo rgyud rgya mtsho,bo-x-ewts
6509,P4104,brtson 'grus seng+ge,brtson 'grus seng+ge,brtson 'grus seng+ge,bo-x-ewts
6510,P4105,shes rab rgyal mtshan,shes rab rgyal mtshan,shes rab rgyal mtshan,bo-x-ewts
6525,P4119,grags pa rgya mtsho,grags pa rgya mtsho,grags pa rgya mtsho,bo-x-ewts
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,dga' ldan khri pa 54 ngag dbang mchog ldan,bo-x-ewts
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,gcan tsha ngag dbang mchog ldan,bo-x-ewts
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,a chi thu no mon han ngag dbang mchog ldan,bo-x-ewts
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,rwa sgreng 1 ngag dbang mchog ldan,bo-x-ewts
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,Achi Tunomonhan Ngawang Chokden ,en
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,Chentsa Ngawang Chokden ,en
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,Ganden Trichen 54 Ngawang Chokden ,en
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,Ganden Tripa 54 Ngawang Chokden,en
6526,P412,"The Fifty-Fourth Ganden Tripa, Ngawang Chokden",dga' ldan khri pa 54 ngag dbang mchog ldan,Reting 01 Ngawang Chokden,en
6528,P4121,blo bzang sbyin pa,blo bzang sbyin pa,blo bzang sbyin pa,bo-x-ewts
6529,P4122,"The First Nyendrak, Lobzang Nyendrak",snyan grags 01 blo bzang snyan grags,a rig blo bzang snyan grags,bo-x-ewts
6529,P4122,"The First Nyendrak, Lobzang Nyendrak",snyan grags 01 blo bzang snyan grags,bla brang khri 13 blo bzang snyan grags,bo-x-ewts
6529,P4122,"The First Nyendrak, Lobzang Nyendrak",snyan grags 01 blo bzang snyan grags,Arik Lobzang Nyendrak,en
6529,P4122,"The First Nyendrak, Lobzang Nyendrak",snyan grags 01 blo bzang snyan grags,Labrang Tri 13 Lobzang Nyendrak,en
6530,P4123,blo bzang smon lam,blo bzang smon lam,blo bzang smon lam,bo-x-ewts
6531,P4124,jam dbyangs rgyal mtshan,jam dbyangs rgyal mtshan,jam dbyangs rgyal mtshan,bo-x-ewts
6534,P4127,ngag dbang chos grags,ngag dbang chos grags,ngag dbang chos grags,bo-x-ewts
6535,P4128,"The Fourth Hortsang Sertri, Jigme Tenpai Nyima",hor tshang gser khri 04 'jigs med bstan pa'i nyi ma,hor tshang gser khri 04 'jigs med bstan pa'i nyi ma,bo-x-ewts
6535,P4128,"The Fourth Hortsang Sertri, Jigme Tenpai Nyima",hor tshang gser khri 04 'jigs med bstan pa'i nyi ma,bla brang khri 47 'jigs med bstan pa'i nyi ma,bo-x-ewts
6535,P4128,"The Fourth Hortsang Sertri, Jigme Tenpai Nyima",hor tshang gser khri 04 'jigs med bstan pa'i nyi ma,Labrang Tri 47 Jigme Tenpai Nyima,en
6535,P4128,"The Fourth Hortsang Sertri, Jigme Tenpai Nyima",hor tshang gser khri 04 'jigs med bstan pa'i nyi ma,Hortsang Sertri 04 Jigme Tenpai Nyima,en
6536,P4129,"The Third Hortsang Sertri, Jigme Rigpai Sengge",hor tshang gser khri 03 'jigs med rig pa'i seng+ge,jigs med seng+ge,bo-x-ewts
6536,P4129,"The Third Hortsang Sertri, Jigme Rigpai Sengge",hor tshang gser khri 03 'jigs med rig pa'i seng+ge,hor tshang gser khri 03 'jigs med rig pa'i seng+ge,bo-x-ewts
6536,P4129,"The Third Hortsang Sertri, Jigme Rigpai Sengge",hor tshang gser khri 03 'jigs med rig pa'i seng+ge,bla brang khri 20 'jigs med rig pa'i seng+ge,bo-x-ewts
6536,P4129,"The Third Hortsang Sertri, Jigme Rigpai Sengge",hor tshang gser khri 03 'jigs med rig pa'i seng+ge,Jigme Sengge,en
6536,P4129,"The Third Hortsang Sertri, Jigme Rigpai Sengge",hor tshang gser khri 03 'jigs med rig pa'i seng+ge,Hortsang Sertri 03 Jigme Rigpai Sengge ,en
6536,P4129,"The Third Hortsang Sertri, Jigme Rigpai Sengge",hor tshang gser khri 03 'jigs med rig pa'i seng+ge,Labrang Tri 20 Jigme Rigpai Sengge ,en
6537,P413,ngag dbang chos grags,ngag dbang chos grags,ngag dbang chos grags,bo-x-ewts
6539,P4131,yon tan rgya mtsho,yon tan rgya mtsho,yon tan rgya mtsho,bo-x-ewts
6541,P4133,ngag dbang byams pa,ngag dbang byams pa,ngag dbang byams pa,bo-x-ewts
6542,P4134,bsod nams lhun grub,bsod nams lhun grub,bsod nams lhun grub,bo-x-ewts
6545,P4137,byang chub 'od,byang chub 'od,gro ba'i mgon po,bo-x-ewts
6547,P4139,Lhachuk Kharwa Nyida O,lha phyug mkhar ba nyi zla 'od,nyi zla 'od,bo-x-ewts
6547,P4139,Lhachuk Kharwa Nyida O,lha phyug mkhar ba nyi zla 'od,lha phyug mkhar ba,bo-x-ewts
6547,P4139,Lhachuk Kharwa Nyida O,lha phyug mkhar ba nyi zla 'od,Lhachuk Karwa,en
6547,P4139,Lhachuk Kharwa Nyida O,lha phyug mkhar ba nyi zla 'od,phyug mkhar ba nyi zla 'od,bo-x-ewts
6547,P4139,Lhachuk Kharwa Nyida O,lha phyug mkhar ba nyi zla 'od,tshal gung thang khri rabs 4 nyi zla 'od,bo-x-ewts
6547,P4139,Lhachuk Kharwa Nyida O,lha phyug mkhar ba nyi zla 'od,Nyida O,en
6547,P4139,Lhachuk Kharwa Nyida O,lha phyug mkhar ba nyi zla 'od,Chukarwa Nyida O,en
6547,P4139,Lhachuk Kharwa Nyida O,lha phyug mkhar ba nyi zla 'od,Tsel Gungtang Trirab 04 Nyda O,en
6548,P414,Taktsang Lobzang Rabten,stag tshang blo bzang rab brtan,blo bzang rab brtan,bo-x-ewts
6548,P414,Taktsang Lobzang Rabten,stag tshang blo bzang rab brtan,stag tshang,bo-x-ewts
6548,P414,Taktsang Lobzang Rabten,stag tshang blo bzang rab brtan,Taktsang,en
6548,P414,Taktsang Lobzang Rabten,stag tshang blo bzang rab brtan,don grub tshe ring,bo-x-ewts
6548,P414,Taktsang Lobzang Rabten,stag tshang blo bzang rab brtan,Lobzang Rabten,en
6548,P414,Taktsang Lobzang Rabten,stag tshang blo bzang rab brtan,Dondrub Tsering ,en
6563,P4153,ye shes rgyal mtshan,ye shes rgyal mtshan,ye shes rgyal mtshan,bo-x-ewts
6565,P4156,bsod nams 'od zer,bsod nams 'od zer,bsod nams 'od zer,bo-x-ewts
6567,P4158,Dutsi Gyurme,bdud rtsi 'gyur med,lhun sdings bdud rtsi 'gyur med,bo-x-ewts
6567,P4158,Dutsi Gyurme,bdud rtsi 'gyur med,Lhunding Dudtsi Gyurme,en
6568,P4159,Lekdrub Pel,legs grub dpal,legs grub dpal ba,bo-x-ewts
6568,P4159,Lekdrub Pel,legs grub dpal,lhun sdings legs grub dpal ba,bo-x-ewts
6568,P4159,Lekdrub Pel,legs grub dpal,Lekdrub Pelwa,en
6568,P4159,Lekdrub Pel,legs grub dpal,Lhunding Lekdrub Pelwa,en
6572,P4162,blo bzang bkra shis,blo bzang bkra shis,blo bzang bkra shis,bo-x-ewts
6573,P4163,blo gros rgya mtsho,blo gros rgya mtsho,blo gros rgya mtsho,bo-x-ewts
6578,P4168,Sanggye Dorje,sangs rgyas rdo rje,ro skam mkhan rabs 02 sangs rgyas rdo rje,bo-x-ewts
6578,P4168,Sanggye Dorje,sangs rgyas rdo rje,Rinpoche Sangdor,en
6578,P4168,Sanggye Dorje,sangs rgyas rdo rje,rin po che sang rdor,bo-x-ewts
6580,P417,"The Sixth Tatsak Jedrung, Ngawang Konchok Nyima",rta tshag rje drung 06 ngag dbang dkon mchog nyi ma,ba so rje drung ngag dbang dkon mchog nyi ma,bo-x-ewts
6580,P417,"The Sixth Tatsak Jedrung, Ngawang Konchok Nyima",rta tshag rje drung 06 ngag dbang dkon mchog nyi ma,rta tshag 06 ngag dbang dkon mchog nyi ma,bo-x-ewts
6580,P417,"The Sixth Tatsak Jedrung, Ngawang Konchok Nyima",rta tshag rje drung 06 ngag dbang dkon mchog nyi ma,Baso Jedrung Ngawang Konchok Nyima,en
6580,P417,"The Sixth Tatsak Jedrung, Ngawang Konchok Nyima",rta tshag rje drung 06 ngag dbang dkon mchog nyi ma,Tatsak Ngawang Konchok Nyima,en
6584,P4173,sangs rgyas rin chen,sangs rgyas rin chen,sangs rgyas rin chen,bo-x-ewts
6586,P4176,Puntsok Namgyel,phun tshogs rnam rgyal,Sumpa Zhabdrung Puntsok Namgyel,en
6586,P4176,Puntsok Namgyel,phun tshogs rnam rgyal,sum pa zhabs drung phun tshogs rnam rgyal,bo-x-ewts
6586,P4176,Puntsok Namgyel,phun tshogs rnam rgyal,dgon lung khri 27 phun tshogs rnam rgyal,bo-x-ewts
6586,P4176,Puntsok Namgyel,phun tshogs rnam rgyal,Gonlung Tri 27 Puntsok Namgyel,en
6587,P4177,Sumpa Yeshe Lodro,sum pa ye shes blo gros,Yeshe Lodro,en
6591,P4180,bsod nams rgyal mtshan,bsod nams rgyal mtshan,bsod nams rgyal mtshan,bo-x-ewts
6593,P4182,tshul khrims rin chen,tshul khrims rin chen,tshul khrims rin chen,bo-x-ewts
6596,P4185,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,bo-x-ewts
6602,P4190,rdo rje rgyal po,rdo rje rgyal po,rdo rje rgyal po,bo-x-ewts
6603,P4191,chos kyi grags pa,chos kyi grags pa,chos kyi grags pa,bo-x-ewts
6607,P4195,ngag dbang chos grags,ngag dbang chos grags,ngag dbang chos grags,bo-x-ewts
6608,P4196,ye shes rgya mtsho,ye shes rgya mtsho,ye shes rgya mtsho,bo-x-ewts
6609,P4197,grags pa rgyal mtshan,grags pa rgyal mtshan,grags pa rgyal mtshan,bo-x-ewts
6610,P4198,bsod nams rgyal mtshan,bsod nams rgyal mtshan,bsod nams rgyal mtshan,bo-x-ewts
6619,P4205,grags pa dbang phyug,grags pa dbang phyug,grags pa dbang phyug,bo-x-ewts
6620,P4206,Zang Samlingpa,zang bsam gling pa,bsam gling pa,bo-x-ewts
6625,P4210,bsod nams rnam rgyal,bsod nams rnam rgyal,bsod nams rnam rgyal,bo-x-ewts
6628,P4213,bsod nams bzang po,bsod nams bzang po,bsod nams bzang po,bo-x-ewts
6634,P4219,"The Fifth Rongwo Drubchen, Lobzang Trinle Gyatso",rong po grub chen 05 blo bzang 'phrin las rgya mtsho,Kelden 05 Lobzang Trinle Gyatso,en
6634,P4219,"The Fifth Rongwo Drubchen, Lobzang Trinle Gyatso",rong po grub chen 05 blo bzang 'phrin las rgya mtsho,skal ldan 05 blo bzang 'phrin las rgya mtsho,bo-x-ewts
6635,P422,"The First Maṇipa, Sherab Tashi",ma Ni pa 01 shes rab bkra shis,rtis tshang ma Ni pa shes rab bkra shis,bo-x-ewts
6635,P422,"The First Maṇipa, Sherab Tashi",ma Ni pa 01 shes rab bkra shis,khu chen shes rab bkra shis,bo-x-ewts
6635,P422,"The First Maṇipa, Sherab Tashi",ma Ni pa 01 shes rab bkra shis,ma Ni pa shes rab bkra shis,bo-x-ewts
6635,P422,"The First Maṇipa, Sherab Tashi",ma Ni pa 01 shes rab bkra shis,Kuchen Sherab Tashi,en
6635,P422,"The First Maṇipa, Sherab Tashi",ma Ni pa 01 shes rab bkra shis,Maṇipa Sherab Tashi,en
6635,P422,"The First Maṇipa, Sherab Tashi",ma Ni pa 01 shes rab bkra shis,Titsang Maṇipa Sherab Tashi,en
6637,P4221,shes rab 'byung gnas,shes rab 'byung gnas,shes rab 'byung gnas,bo-x-ewts
6642,P4226,blo bzang dar rgyas,blo bzang dar rgyas,blo bzang dar rgyas,bo-x-ewts
6643,P4227,don grub tshe ring,don grub tshe ring,don grub tshe ring,bo-x-ewts
6645,P4229,dge 'dun rgya mtsho,dge 'dun rgya mtsho,dge 'dun rgya mtsho,bo-x-ewts
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,Ngawang Tsondru ,en
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,ngag dbang brtson 'grus,bo-x-ewts
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,jam dbyangs bzhad pa 01 ngag dbang brtson 'grus,bo-x-ewts
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,dbal shul ngag dbang brtson 'grus,bo-x-ewts
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,Pelshul Ngawang Tsondru ,en
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,bla brang khri 01 ngag dbang brtson 'grus,bo-x-ewts
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,Jamyang Zhepa 01 Ngawang Tsondru,en
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,Labrang Tri 01 Ngawang Tsondru ,en
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,Lobzang Gyeltsen ,en
6646,P423,"The First Jamyang Zhepa, Jamyang Zhepai Dorje",jam dbyangs bzhad pa 01 'jam dbyangs bzhad pa'i rdo rje,blo bzang rgyal mtshan,bo-x-ewts
6648,P4231,"The Forty-First Ganden Tripa, Lobzang Gyeltsen",dga' ldan khri pa 41 blo bzang rgyal mtshan,shar rtse blo bzang rgyal mtshan,bo-x-ewts
6648,P4231,"The Forty-First Ganden Tripa, Lobzang Gyeltsen",dga' ldan khri pa 41 blo bzang rgyal mtshan,dga' ldan khri pa 41 blo bzang rgyal mtshan,bo-x-ewts
6648,P4231,"The Forty-First Ganden Tripa, Lobzang Gyeltsen",dga' ldan khri pa 41 blo bzang rgyal mtshan,dga' ldan khri chen 41 blo bzang rgyal mtshan,bo-x-ewts
6648,P4231,"The Forty-First Ganden Tripa, Lobzang Gyeltsen",dga' ldan khri pa 41 blo bzang rgyal mtshan,Ganden Trichen 41 Lobzang Gyeltsen,en
6648,P4231,"The Forty-First Ganden Tripa, Lobzang Gyeltsen",dga' ldan khri pa 41 blo bzang rgyal mtshan,Ganden Tripa 41 Lobzang Gyeltsen,en
6648,P4231,"The Forty-First Ganden Tripa, Lobzang Gyeltsen",dga' ldan khri pa 41 blo bzang rgyal mtshan,Shartse Lobzang Gyeltsen ,en
6651,P4234,blo bzang chos 'phel,blo bzang chos 'phel,blo bzang chos 'phel,bo-x-ewts
6652,P4235,rgyal mtshan 'od zer,rgyal mtshan 'od zer,rgyal mtshan 'od zer,bo-x-ewts
6653,P4236,Pelgyi Sengge,dpal gyi seng+ge,Shubu Pelgyi Sengge,en
6653,P4236,Pelgyi Sengge,dpal gyi seng+ge,shud phu dpal gyi seng+ge,bo-x-ewts
6653,P4236,Pelgyi Sengge,dpal gyi seng+ge,shud phu khri 'bring khong btsan,bo-x-ewts
6653,P4236,Pelgyi Sengge,dpal gyi seng+ge,shud bu dpal seng,bo-x-ewts
6653,P4236,Pelgyi Sengge,dpal gyi seng+ge,Tridring Kongtsan,en
6657,P424,blo bzang bkra shis,blo bzang bkra shis,blo bzang bkra shis,bo-x-ewts
6659,P4241,shes rab ye shes,shes rab ye shes,shes rab ye shes,bo-x-ewts
6664,P4246,blo bzang chos kyi rgya mtsho,blo bzang chos kyi rgya mtsho,blo bzang chos kyi rgya mtsho,bo-x-ewts
6667,P4249,"The Second Zhabdrung Karpo, Lodro Gyatso",zhabs drung dkar po 02 blo gros rgya mtsho,Lamo 02 Lodro Gyatso,en
6667,P4249,"The Second Zhabdrung Karpo, Lodro Gyatso",zhabs drung dkar po 02 blo gros rgya mtsho,la mo 02 blo gros rgya mtsho,bo-x-ewts
6667,P4249,"The Second Zhabdrung Karpo, Lodro Gyatso",zhabs drung dkar po 02 blo gros rgya mtsho,Tsakan Nominhan ,en
6667,P4249,"The Second Zhabdrung Karpo, Lodro Gyatso",zhabs drung dkar po 02 blo gros rgya mtsho,tsha kan no min han,bo-x-ewts
6668,P425,Nyima Drakpa,nyi ma grags pa,Nyima Drakpa Tsel,en
6668,P425,Nyima Drakpa,nyi ma grags pa,chags ri 01 rig 'dzin nyi ma grags pa,bo-x-ewts
6668,P425,Nyima Drakpa,nyi ma grags pa,nyi ma grags pa rtsal,bo-x-ewts
6668,P425,Nyima Drakpa,nyi ma grags pa,o rgyan rig 'dzin rgya mtsho,bo-x-ewts
6668,P425,Nyima Drakpa,nyi ma grags pa,gar dbang 'gro 'dul gling pa,bo-x-ewts
6668,P425,Nyima Drakpa,nyi ma grags pa,First Chakri Rigdzin Nyima Drakpa,en
6668,P425,Nyima Drakpa,nyi ma grags pa,Garwang Drodul Lingpa,en
6668,P425,Nyima Drakpa,nyi ma grags pa,Orgyen Rigdzin Gyatso,en
6670,P4251,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po 01 tshogs gnyis rgya mtsho,la mo 01 tshogs gnyis rgya mtsho,bo-x-ewts
6670,P4251,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po 01 tshogs gnyis rgya mtsho,zhabs drung dkar po 01 tshogs gnyis rgya mtsho,bo-x-ewts
6670,P4251,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po 01 tshogs gnyis rgya mtsho,tsha kan no mon han,bo-x-ewts
6670,P4251,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po 01 tshogs gnyis rgya mtsho,rnga sgar sku skye tshogs gnyis rgya mtsho,bo-x-ewts
6670,P4251,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po 01 tshogs gnyis rgya mtsho,First Lamo Tsoknyi Gyatso,en
6670,P4251,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po 01 tshogs gnyis rgya mtsho,Ngagar Kukye Tsoknyi Gyatso,en
6670,P4251,"The First Zhabdrung Karpo, Tsoknyi Gyatso",zhabs drung dkar po 01 tshogs gnyis rgya mtsho,Tsaken Nominhan,en
6671,P4252,Lorepa Wangchuk Tsondru,lo ras pa dbang phyug brtson 'grus,dbang phyug brtson 'grus,bo-x-ewts
6671,P4252,Lorepa Wangchuk Tsondru,lo ras pa dbang phyug brtson 'grus,Wangchuk Tsondru,en
6671,P4252,Lorepa Wangchuk Tsondru,lo ras pa dbang phyug brtson 'grus,dbu ri pa,bo-x-ewts
6671,P4252,Lorepa Wangchuk Tsondru,lo ras pa dbang phyug brtson 'grus,grags pa dbang phyug,bo-x-ewts
6671,P4252,Lorepa Wangchuk Tsondru,lo ras pa dbang phyug brtson 'grus,Uripa,en
6671,P4252,Lorepa Wangchuk Tsondru,lo ras pa dbang phyug brtson 'grus,Drakpa Wangchuk,en
6672,P4253,Jamyang Gonpo,jam dbyangs mgon po,Nyangto Jamyang Gonpo,en
6672,P4253,Jamyang Gonpo,jam dbyangs mgon po,nyang stod 'jam dbyangs mgon po,bo-x-ewts
6672,P4253,Jamyang Gonpo,jam dbyangs mgon po,bsod nams mgon po,bo-x-ewts
6672,P4253,Jamyang Gonpo,jam dbyangs mgon po,Sonam Gonpo,en
6672,P4253,Jamyang Gonpo,jam dbyangs mgon po,shes rab 'byung gnas,bo-x-ewts
6672,P4253,Jamyang Gonpo,jam dbyangs mgon po,Sherab Jungne,en
6677,P4258,dpal 'byor,dpal 'byor,dpal 'byor,bo-x-ewts
6678,P4259,Pelgyi Lhunpo,dpal gyi lhun po,Lotsāwa Pelgyi Lhunpo,en
6678,P4259,Pelgyi Lhunpo,dpal gyi lhun po,lo tsA ba dpal gyi lhun po,bo-x-ewts
6679,P426,yon tan rgya mtsho,yon tan rgya mtsho,yon tan rgya mtsho,bo-x-ewts
