"TOL ID","TBRC RID","Primary title","Primary name","Wylie title","Wylie name","Birth year","Birth year approximate","Birth year alternate","Death year","Death year approximate","Death year alternate",Gender,"HAR URL","Death century","Historical period","Name displayed as","Name Variants","Birth century",Ordinal,"Wikidata ID"
11489,P8745,,"Kelden Gyatso",,"skal ldan rgya mtsho",1837,1,,,0,,M,,,,"Phonetic: Kelden Gyatso Wylie: skal ldan rgya mtsho","gtor ru mkhan po skal ldan rgya mtsho,bo-x-ewts;rdzogs chen mkhan rabs 09 skal ldan rgya mtsho,bo-x-ewts;Toru Khenpo Kelden Gyatso,en",,,
11490,P8746,,"Dorje Rabten",,"rdo rje rab brtan",1842,0,,1901,1,,M,,,,"Phonetic: Dorje Rabten Wylie: rdo rje rab brtan","Kangtsa Khenpo Dorje Rabten,en;rkang tsha mkhan po rdo rje rab brtan,bo-x-ewts",,,
11491,P8747,,"Sonam Gelek",,"bsod nams dge legs",1817,0,,,0,,M,,,,"Phonetic: Sonam Gelek Wylie: bsod nams dge legs","'brug pa mkhan po bsod nams dge legs,bo-x-ewts;Drukpa Khenpo Sonam Gelek,en;Drukyul Khenpo Sonam Gelek,en;rdzogs chen mkhan rabs 06 bsod nams dge legs,bo-x-ewts",,,
11565,P8813,,"Jedrung Miyowa Zhonnu Lodro",,"rje drung mi g.yo ba gzhon nu blo gros",1497,0,,1564,0,,M,,,,"Phonetic: Jedrung Miyowa Zhonnu Lodro Wylie: rje drung mi g.yo ba gzhon nu blo gros","chab mdo gdan rabs 09 mi g.yo gzhon nu blo gros,bo-x-ewts;Chamdo Trirab 09 Miyo Zhonnu Lodro,en;Jedrung Miyo Nyingpo,en;mi g.yo snying po,bo-x-ewts;Miyo Nyingpo,en;rje drung mi g.yo snying po,bo-x-ewts",,,
11569,P8817,Kirti,"Tenpa Rinchen",kirti,"bstan pa rin chen",1474,0,,1558,0,,M,,,,"Phonetic: The Second Kirti, Tenpa Rinchen Wylie: kirti 02 bstan pa rin chen","ki+rti sprul sku bstan pa rin chen,bo-x-ewts",,02,
11572,P882,,"Jatson Nyingpo",,"'ja' tshon snying po",1585,0,,1656,0,,M,,,,"Phonetic: Jatson Nyingpo Wylie: 'ja' tshon snying po","bang ri gter ston 'ja' tshon snying   po,bo-x-ewts;bang ri rig 'dzin 'ja' tshon snying   po,bo-x-ewts;Bangri Jatson Nyingpo,en;Bangter Jatson Nyingpo,en;las 'phro gling pa,bo-x-ewts;Ledro Lingpa,en;ngag dbang chos rgyal dbang po,bo-x-ewts;Ngakchang Humnak Mebar,en;Ngawang Chogyel Wangpo,en;sngags 'chang hUM nag me 'bar,bo-x-ewts",,,
11575,P8822,Kirti,"Tenpa Rabgye",kirti,"bstan pa rab rgyas",1564,0,,1643,0,,M,,,,"Phonetic: The Third Kirti, Tenpa Rabgye Wylie: kirti 03 bstan pa rab rgyas","ki+rti 03bstan pa rab rgyas,bo-x-ewts",,03,
11597,P8845,,"Jedrung Jamyang Shenyin",,"'jam dbyangs bshes gnyen",1502,0,,1569,0,,M,,,,"Phonetic: Jedrung Jamyang Shenyin Wylie: 'jam dbyangs bshes gnyen","chab mdo khri rabs 'jam dbyangs bshes gnyen,bo-x-ewts;Chamdo Trirab 11 Jamyang Shenyin,en;Jamyang Shenyin,en",,,
11603,P8850,,"Jazi Amnye Drodul Pema Garwang Lingpa",,"ja bzi a myes 'gro 'dul pad+ma gar dbang gling pa",1901,0,,1975,0,,M,,,,"Phonetic: Jazi Amnye Drodul Pema Garwang Lingpa Wylie: ja bzi a myes 'gro 'dul pad+ma gar dbang gling pa","'gro 'dul pad+ma gar dbang gling pa,bo-x-ewts;'jigs med mdo sngags bstan pa'i nyi ma,bo-x-ewts;Drodul Pema Garwang Lingpa,en;ja bzi sprul sku pad+ma gar dbang gling pa,bo-x-ewts;Jazi Tulku Pema Garwang Lingpa,en;Jigme Dongak Tenpai Nyima,en;pad+ma 'gro 'dul rtsal,bo-x-ewts;padma bkra shis,bo-x-ewts;Pema Drodul Tsel,en;Pema Tashi,en;thub bstan chos kyi grags pa,bo-x-ewts;Tubten Chokyi Drakpa,en",,,
11618,P8864,"Chakra Tulku","Ngawang Trinle Zangpo","lcags ra sprul sku","ngag dbang 'phrin las bzang po",1607,0,,1667,0,,M,,,,"Phonetic: The Fourth Chakra Tulku, Ngawang Trinle Zangpo Wylie: lcags ra sprul sku 04 ngag dbang 'phrin las bzang po","chab mdo khri rabs 17 ngag dbang 'phrin las bzang po,bo-x-ewts;Chakra Rinpoche,en;Chamdo Trirab 17 Ngawang Trinle Zangpo,en;Jedrung Ngawang Trinle Zangpo,en;lcags ra rin po che,bo-x-ewts;rje drung ngag dbang 'phrin   las bzang po,bo-x-ewts",,04,
11632,P8878,,"Rinchen Pel",,"rin chen dpal",1350,0,,1435,0,,M,,,,"Phonetic: Rinchen Pel Wylie: rin chen dpal","'dzam thang tshes bcu sku   'phreng 01 rin chen dpal,bo-x-ewts;dka' bzhi pa rin chen dpal,bo-x-ewts;drung pa 01 rin chen dpal,bo-x-ewts;Drungpa 01 Rinchen Pel,en;Dzamtang Tsechu Kutreng 01 Rinchen Pel,en;Kabzhipa Rinchen Pel,en;ratna shrI,en;Ratnaśrī,sa-x-iast",,,
11731,P8968,,"Ngawang Trinle",,"ngag dbang 'phrin las",1657,0,,1723,0,,M,,,,"Phonetic: Ngawang Trinle Wylie: ngag dbang 'phrin las","'gab ma sku phreng 01 ngag dbang 'phrin las,bo-x-ewts;Gabma 01 Ngawang Trinle,en;gtsang pa 'gab ma 01 ngag dbang 'phrin las,bo-x-ewts;Tsangpa Gapma 01 Ngawang Trinle,en",,,
11741,P8977,,"Khenchen Dazer",,"mkhan chen zla zer",1922,0,,1990,0,,M,,,,"Phonetic: Khenchen Dazer Wylie: mkhan chen zla zer","Khenpo Dawai Wozer,en;mkhan po zla ba'i 'od zer,bo-x-ewts",,,
11790,P9021,,"Surkhang Wangchen Tseten",,"zur khang dbang chen tshe brtan",1891,0,,1953,0,,M,,,,"Phonetic: Surkhang Wangchen Tseten Wylie: zur khang dbang chen tshe brtan","dbang chen tshe brtan,bo-x-ewts;Surkhang Surpa Dzasa Wangchen Tseten,en;Wangchen Tseten,en;zur khang zur pa dza sag dbang chen tshe brtan,bo-x-ewts;zur zur dza sag dbang chen tshe brtan,bo-x-ewts",,,
11796,P9027,,"Tseten Chodzom",,"tshe brtan chos 'dzoms",1890,1,,1959,0,,F,,,,"Phonetic: Tseten Chodzom Wylie: tshe brtan chos 'dzoms","Chodzom,en;chos 'dzoms,bo-x-ewts;lha rgya ri chos 'dzoms,bo-x-ewts;Lhagyari Tseten Chodzom,en",,,
11798,P9029,,"Yuthok Dorje Yudon",,"g.yu thog lha lcam rdo rje g.yu sgron",1912,0,,1998,0,,F,,,,"Phonetic: Yuthok Dorje Yudon Wylie: g.yu thog lha lcam rdo rje g.yu sgron","Dorje Yudon,en;rdo rje g.yu sgron,bo-x-ewts;Yuthok Lhacham Dorje Yudon,en",,,
11865,P909,Drukchen,"Tsangpa Gyare Yeshe Dorje","'brug chen","gtsang pa rgya ras ye shes rdo rje",1161,0,,1211,0,,M,,,,"Phonetic: The First Drukchen, Tsangpa Gyare Yeshe Dorje Wylie: 'brug chen 01 gtsang pa rgya ras ye shes rdo rje","'brug chen 1 gtsang pa rgya ras ye shes rdo rje,bo-x-ewts;'gro ba'i mgon po ye shes rdo rje,bo-x-ewts;Drowai Gonpo Yeshe Dorje,en;Drukchen 01 Tsangpa Gyare Yeshe Dorje,en;Gyare Yeshe Dorje,en;rgya ras ye shes rdo rje,bo-x-ewts;Sherab Dutsi Dorje,en;shes rab bdud rtsi 'khor lo,bo-x-ewts;ye shes rdo rje,bo-x-ewts;Yeshe Dorje,en",,01,
11866,P9090,,"Chime Tenpai Nyima",,"'chi med bstan pa'i nyi ma",1756,0,,,0,,F,http://www.himalayanart.org/image.cfm?icode=57068,,,"Phonetic: Chime Tenpai Nyima Wylie: 'chi med bstan pa'i nyi ma","gnas lnga rig pa'i paNDi ta byams pa kun dga' bkra shis,bo-x-ewts;Moldrung Chime Tenpai Nyima,en;Neri Rikpai Paṇḍita Jampa Kunga Tashi,en;rig mo'u drung,bo-x-ewts;Rikmo Drung,en;rmol drung 'chi med bstan pa'i nyi ma,bo-x-ewts",,,
11877,P910,,"Lingrepa Pema Dorje",,"gling ras pa pad+ma rdo rje",1128,0,,1188,0,,M,,,,"Phonetic: Lingrepa Pema Dorje Wylie: gling ras pa pad+ma rdo rje","Napuwa Pema Dorje,en;pad+ma rdo rje,bo-x-ewts;Pema Dorje,en;sna phu ba pad+ma rdo rje,bo-x-ewts",,,
11883,P9105,,"Tamdrin Wangmo",,"rta mgrin dbang mo",1836,0,,1896,0,,F,,,,"Phonetic: Tamdrin Wangmo Wylie: rta mgrin dbang mo","Kelzang Chokyi Nyima,en;rta mgrin dbang mo skal bzang chos kyi nyi ma,bo-x-ewts;sa skya rje btsun ma grub pa’i rta mgrin dbang mo skal bzang chos kyi nyi ma,bo-x-ewts;Sakya Jetsunma Drubpai Tamdrin Wangmo Kelzang Chokyi Nyima,en;skal bzang chos kyi nyi ma,bo-x-ewts;Tamdrin Wangmo Kelzang Chokyi Nyima,en",,,
11898,P912,,"Wonre Darma Sengge",,"dbon ras dar ma seng+ge",1177,0,,1237,0,,M,,,,"Phonetic: Wonre Darma Sengge Wylie: dbon ras dar ma seng+ge","dar ma seng+ge,bo-x-ewts;Darma Sengge,en;Sanggye Wonchenrepa Darma Sengge,en;sangs rgyas dbon chen ras pa dar ma seng+ge,bo-x-ewts",,,
11909,P913,,"Zhonnu Sengge",,"gzhon nu seng+ge",1200,0,,1266,0,,M,,,,"Phonetic: Zhonnu Sengge Wylie: gzhon nu seng+ge","'brug pa gzhon nu seng+ge,bo-x-ewts;Drukpa Zhonnu Sengge,en",,,
11942,P916,,"Sengge Sherab",,"seng+ge shes rab",1238,0,,1280,0,,M,,,,"Phonetic: Sengge Sherab Wylie: seng+ge shes rab","'brug pa seng+ge shes rab,bo-x-ewts;Dorje Lingpa Sengge Sherab,en;Drukpa Sengge Sherab,en;Gyelse Sengge Sherab,en;rdo rje gling pa seng+ge shes rab,bo-x-ewts;rgyal sras seng ge shes rab,bo-x-ewts",,,
11972,P9187,"Derge King","Lodro Gyatso","sde dge rgyal po","blo gros rgya mtsho",1722,0,,1774,0,,M,,,,"Phonetic: The Twelfth Derge King, Lodro Gyatso Wylie: sde dge rgyal po 12 blo gros rgya mtsho","sde dge sa skyong blo gros rgya mtsho,bo-x-ewts",,12,
11986,P920,Drukchen,"Kunga Peljor","'brug chen","kun dga' dpal 'byor",1428,0,,1476,0,,M,,,,"Phonetic: The Second Drukchen, Kunga Peljor Wylie: 'brug chen 02 kun dga' dpal 'byor","Gyelwang Je Kunga Peljor,en;Gyelwang Kunga Peljor,en;rgyal dbang kun dga' dpal 'byor,bo-x-ewts;rgyal dbang rje kun dga' dpal 'byor,bo-x-ewts",,02,
12096,P9302,,"Sanggye Tendzin",,"sangs rgyas bstan 'dzin",1912,0,,1978,0,,M,,,,"Phonetic: Sanggye Tendzin Wylie: sangs rgyas bstan 'dzin","Yongdzin Sanggye Tendzin,en;yongs 'dzin sangs rgyas bstan 'dzin,bo-x-ewts",,,
12100,P9306,,"Tsultrim Wangmo",,"tshul khrims dbang mo",,0,,,0,,F,,,,"Phonetic: Tsultrim Wangmo Wylie: tshul khrims dbang mo",,"19th century (late)",,
12171,P9371,,"Lobzang Dorje",,"blo bzang rdo rje",1893,0,,1983,0,,M,,,,"Phonetic: Lobzang Dorje Wylie: blo bzang rdo rje","a skyong mkhan po blo bzang rdo rje,bo-x-ewts;Akyong Khenpo Lobzang Dorje,en;blo sde,bo-x-ewts;kun bzang shes rab,bo-x-ewts;Kunzang Sherab,en;Lode,en;thub bstan 'gyur med 'phrin las rab brtan,bo-x-ewts;thub bstan 'gyur med phrin las rab brtan dpal bzang po,bo-x-ewts;Tubten Gyurme Trinle Rabten,en;Tubten Gyurme Trinle Rabten Pel Zangpo,en",,,
12180,P938,"Kalu Rinpoche","Karma Rangjung Kunkhyab","kar lu rin po che","karma rang byung kun khyab",1905,0,,1989,0,,M,,,,"Phonetic: Kalu Rinpoche Karma Rangjung Kunkhyab Wylie: kar lu rin po che karma rang byung kun khyab","kalu rinpoche,en;Khenpo Kalu Karma Rangjung Kunkhyab,en;mkhan po kar lu karma rang byung kun khyab,bo-x-ewts",,,
12264,P946,"Tai Situ","Chogyel Mipam Trinle Rabten","ta'i si tu","chos rgyal mi pham 'phrin las rab brtan",1640,0,1658,1682,0,,M,,,,"Phonetic: The Sixth Tai Situ, Chogyel Mipam Trinle Rabten Wylie: ta'i si tu 06 chos rgyal mi pham 'phrin las rab brtan","si tu 06 chos rgyal mi pham 'phrin las rab brtan,bo-x-ewts",,06,
12340,P953,"Tai Situ","Lekshe Mawai Nyima","ta'i si tu","legs bshad smra ba'i nyi ma",1683,0,,1698,0,,M,,,,"Phonetic: The Seventh Tai Situ, Lekshe Mawai Nyima Wylie: ta'i si tu 07 legs bshad smra ba'i nyi ma","si tu 07 legs bshad smra ba'i nyi ma,bo-x-ewts",,07,
12403,P959,,"Tsultrim Nyima",,"tshul khrims nyi ma",1796,0,,1872,0,,M,,,,"Phonetic: Tsultrim Nyima Wylie: tshul khrims nyi ma","bstan 'dzin tshe dbang,bo-x-ewts;ri rdzong tshul khrims nyi ma,bo-x-ewts;Ridzom Tsultrim Nyima,en;Stanzin Tsewang,en",,,
12405,P9591,,"Drakpa Rinchen",,"grags pa rin chen",,0,,1310,0,,M,,,,"Phonetic: Drakpa Rinchen Wylie: grags pa rin chen","nye gnas grags pa rin chen,bo-x-ewts;Nyene Drakpa Rinchen,en","13th century (mid)",,
12500,P968,,"Dezhung Chopel Jamyang Kunga Namgyel",,"sde gzhung chos 'phel 'jam dbyangs kun dga' rnam   rgyal",1880,1,,1950,1,,M,,,,"Phonetic: Dezhung Chopel Jamyang Kunga Namgyel Wylie: sde gzhung chos 'phel 'jam dbyangs kun dga' rnam   rgyal","'jam dbyangs kun dga' rnam rgyal,bo-x-ewts;Dezhung Chopel,en;Jamyang Kunga Namgyel,en;rdzong sar mkhan rabs 05 chos 'phel,bo-x-ewts;sde gzhung chos 'phel,bo-x-ewts",,,
12521,P97,,"Sanggye Yeshe",,"sangs rgyas ye shes",1525,0,,1591,0,,M,,,,"Phonetic: Sanggye Yeshe Wylie: sangs rgyas ye shes","Chokyab Dorje,en;chos skyabs rdo rje,bo-x-ewts;dben sa pa sangs rgyas ye shes,bo-x-ewts;Kedrub Sanggye Yeshe,en;mkhas grub sangs rgyas ye shes,bo-x-ewts;Wensapa Sanggye Yeshe,en",,,
12547,P9724,,"Yonten Jungne",,"yon tan 'byung gnas",1400,0,,,0,,M,,,,"Phonetic: Yonten Jungne Wylie: yon tan 'byung gnas","Choje Yonten,en;chos rje yon tan,bo-x-ewts;ra ston yon tan 'byung gnas,bo-x-ewts;Raton Yonten Jungne,en;Rawon Yonten Jungne,en;rwa dbon yon tan 'byung gnas,bo-x-ewts","15th century",,
12553,P973,"Ngor Khenchen","Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo","ngor mkhan chen","dam pa rin po che ngag dbang blo gros snying po",1876,0,,1952,0,,M,,,,"Phonetic: The Sixty-Fifth Ngor Khenchen, Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo Wylie: ngor mkhan chen 65 dam pa rin po che ngag dbang blo gros snying po","Dampa Rinpoche,en;khang gsar mkhan chen dam pa rin po che,bo-x-ewts;khang gsar ngag dbang blo gros gzhan phan snying po,bo-x-ewts;Khangsar Khenchen Dampa Rinpoche,en;Khangsar Ngawang Lodro Zhenpen Nyingpo,en;Khenchen Ngawang Lodro Zhenpen Nyingpo,en;mkhan chen ngag dbang blo gros gzhan phan snying po,bo-x-ewts;ngag dbang blo gros snying po,bo-x-ewts;ngag dbang mkhyen brtse thub bstan snying po,bo-x-ewts;Ngawang Khyentse Tubten Nyingpo,en;ngor khang gsar ngag dbang blo gros gzhan phan snying po,bo-x-ewts;Ngor Khangsar Ngawang Lodro Zhenpen Nyingpo,en",,65,
12741,P9905,,"Nyiga Kunga Nyima",,"nyi dga' kun dga' nyi ma",1846,0,,1925,0,,M,,,,"Phonetic: Nyiga Kunga Nyima Wylie: nyi dga' kun dga' nyi ma","kun dga' nyi ma,bo-x-ewts;nyi dga' rin po che kun dga' nyi ma,bo-x-ewts;Nyiga Rinpoche Kunga Nyima,en",,,
12742,P9906,,"Khyenrab Sengge",,"mkhyen rab seng+ge",1911,0,,1970,0,,M,,,,"Phonetic: Khyenrab Sengge Wylie: mkhyen rab seng+ge","brag g.yab pa mkhyen rab seng+ge,bo-x-ewts;Drayab Khenrab Sengge,en;rdzong sar mkhan rabs 09 mkhyen rab seng+ge,bo-x-ewts",,,
12743,P9907,,"Damcho Wozer",,"dam chos 'od zer",1908,1,,1960,1,,M,,,,"Phonetic: Damcho Wozer Wylie: dam chos 'od zer","dam chos,bo-x-ewts;Damcho,en;mi nyag dam chos,bo-x-ewts;Minyak Damcho,en",,,
12785,P3JM9,,"Japa Dongak Gyatso",,"'ja' pa mdo sngags rgya mtsho",1824,0,,1902,0,,M,,,,"Phonetic: Japa Dongak Gyatso Wylie: 'ja' pa mdo sngags rgya mtsho","'bya ba mdo sngags,bo-x-ewts;'gya ba a lags mdo sngags rgya mtsho,bo-x-ewts;'gya' pa mdo sngags,bo-x-ewts;'ja' pa a lags,bo-x-ewts;'ja' pa a lags mdo sngags,bo-x-ewts;'ja' pa mdo sngags chos kyi rgyal mtshan,bo-x-ewts;a lags mdo sngags,bo-x-ewts;Alak Dongak,en;Gyapa Dongak,en;Gyawa Alak Dongak Gyatso,en;Japa Alak,en;Japa Dongak,en;Japa Dongak Chokyi Gyeltsen,en;Jawa Dongak,en",,,
12817,P998,"Ganden Tripa","Gelek Pelzang","dga' ldan khri pa","dge legs dpal bzang",1505,0,,1567,0,,M,,,,"Phonetic: The Twenty-First Ganden Tripa, Gelek Pelzang Wylie: dga' ldan khri pa 21 dge legs dpal bzang","'ol dga' ba dge legs dpal bzang,bo-x-ewts;bde ba can pa dge legs dpal bzang,bo-x-ewts;Dewa Chenpa Gelek Pelzang,en;Ganden Trichen 21 Gelek Pelzang,en;Ganden Tripa 21 Gelek Pelzang,en;khri 21 dge legs dpal bzang,bo-x-ewts;khri chen 21 dge legs dpal bzang,bo-x-ewts;Olkha Gelek Pelzang ,en;Trichen 21 Gelek Pelzang,en",,21,
12828,P999,"Dalai Lama","Sonam Gyatso","ta la'i bla ma","bsod nams rgya mtsho",1543,0,,1588,0,,M,http://www.himalayanart.org/search/set.cfm?setID=966,,,"Phonetic: The Third Dalai Lama, Sonam Gyatso Wylie: ta la'i bla ma 03 bsod nams rgya mtsho","chab mdo khri rabs 13 bsod nams rgya mtsho,bo-x-ewts;Chamdo Trirab 13 Sonam Gyatso,en;Dalai Lama 03 Sonam Gyatso,en;Sicho Pelzang,en;srid chod dpal bzang,bo-x-ewts",,03,
12838,P9999,,"Tsembupa Darma Wozer",,"tshem bu pa dar ma 'od zer",,0,,,0,,M,,,,"Phonetic: Tsembupa Darma Wozer Wylie: tshem bu pa dar ma 'od zer","Tsembuwa Darma Wozer,en;tshem bu ba dar ma 'od zer,bo-x-ewts","13th century",,
12839,P9901,,"Tulku Urgyen",,"sprul sku o rgyan",1920,0,,1996,0,,M,,,,"Phonetic: Tulku Urgyen Wylie: sprul sku o rgyan","chos dbang sprul sku,bo-x-ewts;Chowang Tulku,en;karma o rgyan tshe dbang mchog grub dpal 'bar,bo-x-ewts;Karma Orgyen Tsewang Chokdrub Pelbar,en;o rgyan sprul sku rin po che,bo-x-ewts;ugyen rinpoche,en",,,
12865,P1KG1960,"Ruler of Eyul","Lhagyari Dechen Trinle Rolpa","e lha rgya ri khri chen","bde chen 'phrin las rol pa",,0,,,0,,M,,,,"Phonetic: The Eleventh Ruler of Eyul, Lhagyari Dechen Trinle Rolpa Wylie: e lha rgya ri khri chen 11 bde chen 'phrin las rol pa","lha rgya ri'i khri 'dzin 11 pa bde chen 'phrin las rol pa,bo-x-ewts;sa skyong bde chen 'phrin las rol pa,bo-x-ewts;Sakyong Dechen Trinle Rolpa,en","18th century (mid)",11,
12883,P994,,"Chokyi Dorje",,"chos kyi rdo rje",1457,0,,,0,,M,,,,"Phonetic: Chokyi Dorje Wylie: chos kyi rdo rje","Cho Dorje,en;chos rdo rje,bo-x-ewts;dben sa smyon pa,bo-x-ewts;Drubchen Chokyi Dorje,en;grub chen chos kyi rdo rje,bo-x-ewts;Wensa Nyomba,en",,,
12906,P3JM101,Lingla,"Tubten Trinle Gyatso","gling bla","thub bstan phrin las rgya mtsho",1897,1,,1959,0,,M,,,,"Phonetic: The Fourth Lingla, Tubten Trinle Gyatso Wylie: gling bla 04 thub bstan phrin las rgya mtsho","gling sprul,bo-x-ewts",,04,
13026,P997,"Paṇchen Lama","Wensapa Lobzang Dondrub","paN chen bla ma","dben sa pa blo bzang don grub",1505,0,,1556,0,,M,http://www.himalayanart.org/search/set.cfm?setID=310,,,"Phonetic: The Third Paṇchen Lama, Wensapa Lobzang Dondrub Wylie: paN chen bla ma 03 dben sa pa blo bzang don grub","blo bzang don grub,bo-x-ewts;dben sa pa blo bzang don yod grub pa,bo-x-ewts;Gonpo Kyab,en;Lobzang Dondrub,en;mgon po skyabs,bo-x-ewts;Wensapa Lobzang Donyo Drubpa,en",,03,
13057,P3AG58,,"Gyelwai Lodro",,"rgyal ba'i blo gros",,0,,,0,,M,,,,"Phonetic: Gyelwai Lodro Wylie: rgyal ba'i blo gros","Gonpo,en;mgon po,bo-x-ewts","9th century (early)",,
13058,P3AG55,,"Wodren Pelgyi Wangchuk",,"'o bran dpal gyi dbang phyug",,0,,,0,,M,,,"8th Century","Phonetic: Wodren Pelgyi Wangchuk Wylie: 'o bran dpal gyi dbang phyug","dpal gyi dbang phyug,bo-x-ewts;Pelgyi Wangchuk,en","8th century (early)",,
13061,P3AG59,,"Ngok Jo Tsultrim Sherab",,"rngog jo tshul khrims shes rab",1103,0,1115,1154,0,1158,M,,,,"Phonetic: Ngok Jo Tsultrim Sherab Wylie: rngog jo tshul khrims shes rab","gtsang jo tshul khrims shes rab,bo-x-ewts;gtsang tsha jo tshul,bo-x-ewts;Ngok Jotsul,en;rngog jo tshul,bo-x-ewts;Tsangjo Tsultrim Sherab,en;Tsangtsa Jotsul,en",,,
13063,P2416,,"Khenchen Lungrik Gyatso",,"mkhan chen lung rigs rgya mtsho",,0,,,0,,M,,,,"Phonetic: Khenchen Lungrik Gyatso Wylie: mkhan chen lung rigs rgya mtsho",,"16th century",,
13064,P2MS4764,,"Kunga Pelzang ",,"kun dga' dpal bzang",1513,0,,1593,0,,M,,,,"Phonetic: Kunga Pelzang  Wylie: kun dga' dpal bzang",,,,
13065,P2417,,"Lochen Ratnabhadra",,"lo chen rat+na bha dra",1489,0,,1563,0,,M,,,,"Phonetic: Lochen Ratnabhadra Wylie: lo chen rat+na bha dra",,,,
13066,P2CZ7929,,Vairocanavajra,,"bai ro tsa na ba dz+ra",,1,,,0,,M,,,,"Phonetic: Vairocanavajra Wylie: bai ro tsa na ba dz+ra","Nampar Nangdze Dorje,en;rnam par snang mdzad rdo rje,bo-x-ewts;Vairocanaraksita ,en","12th century",,
13067,P3AG45,"Riwoche Jedrung","Tsokye Dorje","ri bo che rje drung","mtsho skyes rdo rje",1530,0,,1590,0,,M,,,,"Phonetic: The First Riwoche Jedrung, Tsokye Dorje Wylie: ri bo che rje drung 01 mtsho skyes rdo rje","ri bo che rje drung 01 mtsho skyes rdo rje,bo-x-ewts;Riwoche Jedrung 01 Tsokye Dorje,en",,01,
13068,P3AG46,"Riwoche Jedrung","Drakpa Gyeltsen","ri bo che rje drung","grags pa rgyal mtshan",1591,0,,1642,0,,M,,,,"Phonetic: The Second Riwoche Jedrung, Drakpa Gyeltsen Wylie: ri bo che rje drung 02 grags pa rgyal mtshan","kar+ma grags pa rgual mtshan phyogs tham cad las rnam par rgyal bai lha,bo-x-ewts;Karma Drakpa Gyeltsen Chok Tamchele Nampar Gyelwai Lha,en;Namgyel Drakpa Pelzang,en;rnam rgyal grags pa dpal bzang,bo-x-ewts",,02,
13069,P3AG48,"Riwoche Jedrung","Drakpa Rinchen Sherab","ri bo che rje drung","grags pa rin chen shes rab",1715,0,,1743,0,,M,,,,"Phonetic: The Fourth Riwoche Jedrung, Drakpa Rinchen Sherab Wylie: ri bo che rje drung 04 grags pa rin chen shes rab",,,04,
13070,P3AG49,"Riwoche Jedrung","Rinchen Lekdrub","ri bo che rje drung","rin chen legs grub",1745,0,,1829,0,,M,,,,"Phonetic: The Fifth Riwoche Jedrung, Rinchen Lekdrub Wylie: ri bo che rje drung 05 rin chen legs grub",,,05,
13071,P3AG47,"Riwoche Jedrung","Drakpa Lekdrub","ri bo che rje drung","grags pa legs grub",1646,1,,1708,0,,M,,,,"Phonetic: The Third Riwoche Jedrung, Drakpa Lekdrub Wylie: ri bo che rje drung 03 grags pa legs grub","Drakpa Tenkyong,en;grags pa bstan skyong,bo-x-ewts;ngag dbang grags pa legs grub rin chen 'od zer shes rab dpal bzang po,bo-x-ewts;Ngawang Drakpa Legdrub Rinchen Wozer Sherab Pelzang,en",,03,
13072,P2CZ8003,,"Gara Lama Sonam Rabten",,"mgar ra bla ma bsod nams rab brtan",1865,0,,1936,0,,M,,,,"Phonetic: Gara Lama Sonam Rabten Wylie: mgar ra bla ma bsod nams rab brtan","'phrin las rgya mtsho,bo-x-ewts;bla ma nor lha,bo-x-ewts;Gara Lama,en;Lama Norla,en;Lama Nuola,en;mgar ra bla ma,bo-x-ewts;Trinle Gyatso,en",,,
13073,P1AG39,,"Chennga Sonam Zangpo",,"spyan nga bsod nams bzang po",1380,0,,1416,0,,M,,,,"Phonetic: Chennga Sonam Zangpo Wylie: spyan nga bsod nams bzang po","bsod nams bzang po,bo-x-ewts;Goselwa Sonam Zangpo,en;nyer brgyad pa bsod nams bzang po,bo-x-ewts;Nyergyepa Sonam Zangpo,en;sgo sel ba bsod nams bzang po,bo-x-ewts;Sonam Zangpo,en",,,
13074,P1AG59,,"Tsangpopa Konchok Sengge",,"gtsang po pa dkon mchog seng ge",,0,,1218,0,,M,,,,"Phonetic: Tsangpopa Konchok Sengge Wylie: gtsang po pa dkon mchog seng ge","gtsang pa bkra shis,bo-x-ewts;Tsangpa Tashi,en",,,
13075,P8LS76449,,"Oluk Darhan Nangso",,"U luk Dar han nang su",1600,0,,,0,,M,,,,"Phonetic: Oluk Darhan Nangso Wylie: U luk Dar han nang su",,"17th century",,
13076,P8LS76448,,Kangyurpa,,"bka' 'gyur pa",,0,,,0,,M,,,,"Phonetic: Kangyurpa Wylie: bka' 'gyur pa",,"13th century (mid)",,
13077,P3AG56,,"Khyeuchung Lotsāwa",,"khye'u chung lo tsA ba",,0,,,0,,M,,,,"Phonetic: Khyeuchung Lotsāwa Wylie: khye'u chung lo tsA ba",,"8th century (early)",,
13078,P2CZ9156,,"Jangsem Sherab Zangpo",,"byang sems shes rab bzang po",1395,0,,1457,0,,M,,,,"Phonetic: Jangsem Sherab Zangpo Wylie: byang sems shes rab bzang po","chab mdo khri rabs 01 shes rab bzang po,bo-x-ewts;Chamdo Trirab 01 Sherab Zangpo,en;Sherab Zangpo,en;shes rab bzang po ,bo-x-ewts",,,
