TOL ID,TBRC RID,Primary name,Primary name encoding,Wylie name,Tibetan,Title,Wylie title,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Ordinal,Wikidata ID
4358,P264,Jamgon Kongtrul Lodro Taye,en,jam mgon kong sprul blo gros mtha' yas,འཇམ་མགོན་ཀོན་སྤྲུལ་བློ་གྲོས་མཐའ་ཡས།,,,1813,0,,,1899,0,,,M,,
4359,P2640,Sanggye Gompa Sengge,en,sangs rgyas sgom pa seng ge,སངས་རྒྱས་སྒོམ་པ་སེང་གེ།,,,1179,0,,,1250,0,,,M,,
4368,P2649,Taklungtangpa Tashi Pel,en,stag lung thang pa bkra shis dpal,སྟག་ལུང་ཐང་པ་བཀྲ་ཤིས་དཔལ།,,,1142,0,,,1209,0,1210,,M,,
4372,P2652,Dawa Gyeltsen,en,zla ba rgyal mtshan,ཟླ་བ་རྒྱལ་མཚན།,Peling Tukse,pad gling thugs sras,1499,0,,,1587,0,,,M,1,
4379,P2659,Pema Trinle,en,pad+ma 'phrin las,པདྨ་འཕྲིན་ལས།,Gangteng,sgang steng,1564,0,,,1642,0,,,M,1,
4380,P266,Ngawang Lobzang Tenpai Gyeltsen,en,ngag dbang blo bzang bstan pa'i rgyal mtshan,ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།,Tatsak Jedrung,rta tshag rje drung,1811,0,,,1848,0,,,M,9,
4402,P268,Yangchen Drupai Dorje,en,dbyangs can grub pa'i rdo rje,དབྱངས་ཅན་གྲུབ་པའི་རྡོ་རྗེ།,,,1809,0,,,1887,0,,,M,,
4425,P270,Patrul Rinpoche,en,dpal sprul rin po che,དཔལ་སྤྲུལ་ཨོ་རྒྱན་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ།,,,1808,0,,,1887,0,,,M,,
4469,P274,Lungtok Gyatso,en,lung rtogs rgya mtsho,ལུང་རྟོགས་རྒྱ་མཚོ།,Dalai Lama,ta la'i bla ma,1805,0,,,1815,0,,,M,9,
4478,P2748,Orgyen Trinle Dorje,en,o rgyan 'phrin las rdo rje,ཨོ་རྒྱན་འཕྲིན་ལས་རྡོ་རྗེ།,Gangteng,sgang steng,1906,0,,,1949,0,,,M,8,
4487,P2756,Lobzang Chopel,en,blo bzang chos 'phel,བློ་བཟང་ཆོས་འཕེལ།,Ganden Tripa,dga' ldan khri pa,,0,,67,,0,,70,M,47,
4488,P2757,Dondrub Gyatso,en,don grub rgya mtsho,དོན་གྲུབ་རྒྱ་མཚོ།,Ganden Tripa,dga' ldan khri pa,1655,0,,,1727,0,,,M,48,
4489,P2758,Lobzang Dargye,en,blo bzang dar rgyas,བློ་བཟང་དར་རྒྱས།,Ganden Tripa,dga' ldan khri pa,1662,0,,,1723,0,,,M,49,
4490,P2759,Pelden Drakpa,en,dpal ldan grags pa,དཔལ་ལྡན་གྲགས་པ།,Ganden Tripa,dga' ldan khri pa,,0,,,1729,0,,,M,51,
4492,P2760,Gyeltsen Sengge,en,rgyal mtshan seng+ge,རྒྱལ་མཚན་སེངྒེ།,Ganden Tripa,dga' ldan khri pa,1678,0,,,1756,0,,,M,53,
4493,P2761,Ngawang Namkha Zangpo,en,ngag dbang nam mkha' bzang po,ངག་དབང་ནམ་མཁའ་བཟང་པོ།,Ganden Tripa,dga' ldan khri pa,1690,1,,,1750,0,1749,,M,55,
4494,P2762,Lobzang Drime,en,blo bzang dri med,བློ་བཟང་དྲི་མེད།,Ganden Tripa,dga' ldan khri pa,1683,0,,,,0,,,M,56,
4495,P2763,Samten Puntsok,en,bsam gtan phun tshogs,བསམ་གཏན་ཕུན་ཚོགས།,Ganden Tripa,dga' ldan khri pa,1703,0,,,1770,0,,,M,57,
4496,P2764,Ngawang Chodrak,en,ngag dbang chos grags,ངག་དབང་ཆོས་གྲགས།,Ganden Tripa,dga' ldan khri pa,1707,0,,,1778,0,,,M,58,
4497,P2765,Ngawang Chodrak,en,ngag dbang chos grags,ངག་དབང་ཆོས་གྲགས།,Ganden Tripa,dga' ldan khri pa,1710,0,,,1772,0,,,M,59,
4498,P2766,Lobzang Tenpa,en,blo bzang bstan pa,བློ་བཟང་བསྟན་པ།,Ganden Tripa,dga' ldan khri pa,1725,0,,,1782,0,,,M,60,
4499,P2767,Lobzang Monlam,en,blo bzang smon lam,བློ་བཟང་སྨོན་ལམ།,Ganden Tripa,dga' ldan khri pa,1729,0,,,1798,0,,,M,62,
4500,P2768,Lobzang Khechok,en,blo bzang mkhas mchog,བློ་བཟང་མཁས་མཆོག།,Ganden Tripa,dga' ldan khri pa,1736,0,,,1792,0,,,M,63,
4501,P2769,Lobzang Tashi,en,blo bzang bkra shis,བློ་བཟང་བཀྲ་ཤིས།,Ganden Tripa,dga' ldan khri pa,1739,0,,,1801,0,,,M,64,
4524,P279,Lobzang Chodrak Gyatso,en,blo bzang chos grags rgya mtsho,བློ་བཟང་ཆོས་གྲགས་རྒྱ་མཚོ།,Rongpo Drubchen,rong po grub chen,1795,0,,,1843,0,,,M,4,
4535,P28,Yeshe Zangpo,en,ye shes bzang po,ཡེ་ཤེས་བཟང་པོ།,Ganden Tripa,dga' ldan khri pa,1415,0,,,1498,0,,,M,10,
4607,P2866,Konchok Dechen,en,dkon mchog bde chen,དཀོན་མཆོག་བདེ་ཆེན།,,,1737,0,,,1796,0,,,M,,
4611,P287,Zhabkar Tsokdruk Rangdrol,en,zhabs dkar tshogs drug rang grol,ཞབས་དཀར་ཚོགས་དྲུག་རང་གྲོལ།,,,1781,0,,,1851,0,,,M,,
4622,P2881,Jigme Ngotsar Gyatso,en,jigs med ngo mtshar rgya mtsho,འཇིགས་མེད་ངོ་མཚར་རྒྱ་མཚོ།,,,1750,0,1760,,,0,,,M,,
4626,P2885,Nubchen Sanggye Yeshe,en,gnubs chen sangs rgyas ye shes,གནུབས་ཆེན་སངས་རྒྱས་ཡེ་ཤེས།,,,844,1,,,,0,,,M,,
4630,P2889,Zurchen Shakya Jungne,en,zur chen shAkya 'byung gnas,ཟུར་ཆེན་ཤཱཀྱ་འབྱུང་གནས།,,,1002,0,,,1062,0,,,M,,
4631,P289,Ngulchu Dharmabhadra,en,dngul chu d+harma b+ha dra,དངུལ་ཆུ་དྷརྨ་བྷ་དྲ།,,,1772,0,,,1851,0,,,M,,
4632,P2890,Zurchung Sherab Drakpa,en,zur chung shes rab grags pa,ཟུར་ཆུང་ཤེས་རབ་གྲགས་པ།,,,1014,0,,,1074,0,,,M,,
4642,P29,Sherab Gyatso,en,shes rab rgya mtsho,ཤེས་རབ་རྒྱ་མཚོ།,,,1884,0,,,1968,0,,,M,,
4659,P2914,Sengdruk Pema Tashi,en,seng phrug pad+ma bkra shis,སེང་ཕྲུག་པདྨ་བཀྲ་ཤིས།,,,,0,,72,,0,,,M,,
4660,P2915,Drakpa Gyeltsen,en,grags pa rgyal mtshan,གྲགས་པ་རྒྱལ་མཚན།,,,1365,0,,,1448,0,,,M,,
4665,P292,Bipa Mipam Dawa,en,bis pa dbang mi pham zla ba,བིས་པ་དབང་མི་ཕམ་ཟླ་བ།,,,1767,0,,,1807,0,,,M,,
4669,P2923,Lekpa Gyeltsen,en,legs pa rgyal mtshan,ལེགས་པ་རྒྱལ་མཚན།,Ganden Tripa,dga' ldan khri pa,1375,0,,,1450,0,,,M,4,
4676,P293,Jigme Trinle Wozer,en,jigs med 'phrin las 'od zer,འཇིགས་མེད་འཕྲིན་ལས་འོད་ཟེར།,Dodrubchen,rdo grub chen,1745,0,,,1821,0,,,M,1,
4691,P2943,Gyurme Tsewang Chokdrub,bo-x-ewts,gyur med tshe dbang mchog grub,འགྱུར་མེད་ཚེ་དབང་མཆོག་གྲུབ།,Getse Paṇḍita,dge rtse paN Di ta,1761,0,,,1829,0,,,M,,
4720,P297,Drakpa Gyeltsen,en,grags pa rgyal mtshan,གྲགས་པ་རྒྱལ་མཚན།,,,1762,0,,,1836,0,,,M,,
4727,P2976,Konchok Tenpai Gyeltsen,en,dkon mchog bstan pa'i rgyal mtshan,དཀོན་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,Amchok,a mchog,1783,0,,,1848,0,,,M,2,
4730,P298,Konchok Tenpai Dronme,en,dkon mchog bstan pa'i sgron me,དཀོན་མཆོག་བསྟན་པའི་སྒྲོན་མེ།,Gungtang,gung thang,1762,0,,,1823,0,,,M,3,
4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,brug mkhan po ngag dbang yon tan rgya mtsho,འབྲུག་མཁན་པོ་ངག་དབང་ཡོན་ཏན་རྒྱ་མཚོ།,,,1902,0,,,1963,1,,,M,,
4903,P2JM167,Gyelwa Chokyang,en,rgyal ba mchog dbyangs,རྒྱལ་བ་མཆོག་དབྱངས།,,,,0,,30,,0,,31,M,,
4986,P2JM275,Namkha Chokyi Gyatso,en,nam mkha' chos kyi rgya mtsho,ནམ་མཁའ་ཆོས་ཀྱི་རྒྱ་མཚོ།,Dzogchen Ponlob,rdzogs chen dpon slob,1807,1,,,1821,1,,,M,3,
4987,P2JM276,Jigme Choying Wosel,en,jigs med chos dbyings 'od gsal,འཇིགས་མེད་ཆོས་དབྱིངས་འོད་གསལ།,Dzogchen Ponlob,rdzogs chen dpon slob,1825,1,,,1897,1,,,M,4,
5024,P2JM309,Ngawang Norbu,en,ngag dbang nor bu,ངག་དབང་ནོར་བུ།,,,1866,0,,,1958,0,,,M,,
5041,P2JM325,Gelek Namgyel,en,dge legs rnam rgyal,དགེ་ལེགས་རྣམ་རྒྱལ།,,,1860,0,,,,0,,,M,,
5044,P2JM328,Tsering Norbu,en,tshe ring nor bu,ཚེ་རིང་ནོར་བུ།,,,,0,,75,,0,,,M,,
5048,P2JM331,Konchok Zangpo,en,dkon mchog bzang po,དཀོན་མཆོག་བཟང་པོ།,,,1862,0,,,,0,,,M,,
5078,P2JM359,Gyurme Wosel,en,gyur med 'od gsal,འགྱུར་མེད་འོད་གསལ།,,,1890,1,,,1920,1,,,M,,
5099,P2JM378,Pema Tsewang Gyatso,en,pad+ma tshe dbang rgya mtsho,པདྨ་ཚེ་དབང་རྒྱ་མཚོ།,,,1902,0,,,1959,0,,,M,,
5115,P2JM392,Wozer Taye,en,od zer mtha' yas,འོད་ཟེར་མཐའ་ཡས།,,,,0,,78,,0,,79,M,,
5117,P2JM394,Konchok Yeshe Wozer,en,dkon mchog ye shes 'od zer,དཀོན་མཆོག་ཡེ་ཤེས་འོད་ཟེར།,,,1892,0,,,1958,0,,,M,,
5120,P2JM397,Tenzin Chozang,en,bstan 'dzin chos bzang,བསྟན་འཛིན་ཆོས་བཟང།,,,,0,,,1959,0,,,M,,
5121,P2JM398,Chonam,en,chos rnam,ཆོས་རྣམ།,,,,0,,77,,0,,,M,,
5122,P2JM399,Tsering Chojor,en,tshe ring chos 'byor,ཚེ་རིང་ཆོས་འབྱོར།,,,1928,0,,,1959,0,,,M,,
5137,P2JM411,Ngawang Tendzin Lhundrub,en,ngag dbang bstan 'dzin lhub grub,ངག་དབང་བསྟན་འཛིན་ལྷུབ་གྲུབ།,Chakra Tulku,lcags ra sprul sku,1671,0,,,1727,0,,,M,5,
5151,P2JM424,Orgyen Samten,en,o rgyan bsam gtan,ཨོ་རྒྱན་བསམ་གཏན།,Simda Dzogchen Tulku,srib mda' rdzogs chen sprul sku,1647,0,,,1735,0,,,M,1,
5159,P2JM431,Kunzang Pema Wanggyel,en,kun bzang pad+ma dbang rgyal,ཀུན་བཟང་པདྨ་དབང་རྒྱལ།,Simda Dzogchen Tulku,srib mda' rdzogs chen sprul sku,1736,0,,,1784,0,,,M,2,
5164,P2JM436,Peljor Gyatso,en,dpal 'byor rgya mtsho,དཔལ་འབྱོར་རྒྱ་མཚོ།,Zhechen Rabjam,zhe chen rab 'byams,1771,0,,,1807,0,,,M,3,
5166,P2JM438,Garwang Chokyi Gyeltsen,en,gar dbang chos kyi rgyal mtshan,གར་དབང་ཆོས་ཀྱི་རྒྱལ་མཚན།,Zhechen Rabjam,zhe chen rab 'byams,1811,1,,,1862,0,,,M,4,
5234,P2JM5,Ma Rinchen Chok,en,rma rin chen mchog,རྨ་རིན་ཆེན་མཆོག།,,,,0,,30,,0,,32,M,,
5281,P2JM8,Sokpo Pelgyi Yeshe,en,sog po dpal gyi ye shes,སོག་པོ་དཔལ་གྱི་ཡེ་ཤེས།,,,,0,,30,,0,,32,M,,
5306,P300,Doring Tenzin Peljor,en,rdo ring bstan 'dzin dpal 'byor,རྡོ་རིང་བསྟན་འཛིན་དཔལ་འབྱོར།,,,1760,0,,,,0,,,M,,
5312,P3005,Yutok Yonten Gonpo,en,g.yu thog yon tan mgon po,གཡུ་ཐོག་ཡོན་ཏན་མགོན་པོ།,,,1126,0,,,1202,0,,,M,,
5313,P3006,Sumton Yeshe Zung,en,sum ston ye shes gzungs,སུམ་སྟོན་ཡེ་ཤེས་གཟུངས།,,,,0,,46,,0,,48,M,,
5317,P301,Ngawang Chopel,en,ngag dbang chos 'phel,ངག་དབང་ཆོས་འཕེལ།,Ganden Tripa,dga' ldan khri pa,1760,0,,,1839,0,,,M,70,
5326,P3018,Dorje Palam,en,rdo rje pha lam,རྡོ་རྗེ་ཕ་ལམ།,,,,0,,60,,0,,63,M,,
5328,P302,Yeshe Lobzang Tenpai Gonpo,en,ye shes bstan pa'i mgon po,ཡེ་ཤེས་བསྟན་པའི་མགོན་པོ།,Tatsak Jedrung,rta tshag rje drung,1760,0,,,1810,0,,,M,8,
5331,P3022,Lobzang Gyatso,en,blo bzang rgya mtsho,བློ་བཟང་རྒྱ་མཚོ།,,,1590,0,,,,0,,68,M,,
5338,P303,Ngawang Tendar,en,ngag dbang bstan dar,ངག་དབང་བསྟན་དར།,,,1759,0,,,,0,,,M,,
5349,P304,Lobzang Yeshe Tenpa Rabgye,en,blo bzang ye shes bstan pa rab rgyas,བློ་བཟང་ཡེ་ཤེས་བསྟན་པ་རབ་རྒྱས།,Reting Rinpoche,rwa sgreng rin po che,1759,0,,,1815,0,,,M,2,
5360,P305,Lobzang Gyeltsen Sengge,en,blo bzang rgyal mtshan seng+ge,བློ་བཟང་རྒྱལ་མཚན་སེངྒེ།,,,1757,0,,,1849,0,,,M,,
5371,P306,Jangchub Chopel,en,byang chub chos 'phel,བྱང་ཆུབ་ཆོས་འཕེལ།,Ganden Tripa,dga' ldan khri pa,1756,0,,,1838,0,,,M,69,
5381,P307,Jamyang Monlam,en,jam dbyangs smon lam,འཇམ་དབྱངས་སྨོན་ལམ།,Ganden Tripa,dga' ldan khri pa,1750,0,,,1814,0,,,M,67,
5386,P3074,Tsurton Wanggi Dorje,en,mtshur ston dbang gi rdo rje,མཚུར་སྟོན་དབང་གི་རྡོ་རྗེ།,,,,0,,41,,0,,,M,,
5401,P3088,Mel Lotsāwa Lodro Drakpa,en,mal lo tsA ba blo gros grags pa,མལ་ལོ་ཙཱ་བ་བློ་གྲོས་གྲགས་པ།,,,,0,,41,,0,,,M,,
5406,P3092,Naza Drakpukpa Sonam Pel,en,na bza' brag phug pa bsod nams dpal,ན་བཟའ་བྲག་ཕུག་པ་བསོད་ནམས་དཔལ།,,,1277,0,,,1346,0,,,M,,
5408,P3094,Sharchen Yeshe Gyeltsen,en,shar chen ye shes rgyal mtshan,ཤར་ཆེན་ཡེ་ཤེས་རྒྱལ་མཚན།,,,1359,0,,,1406,0,,,M,,
5410,P3096,Lobzang Tsultrim Gyatso,en,blo bzang tshul khrims rgya mtsho,བློ་བཟང་ཚུལ་ཁྲིམས་རྒྱ་མཚོ།,,,1841,0,,,1907,0,,,M,,
5415,P310,Ngawang Nyendrak,en,ngag dbang snyan grags,ངག་དབང་སྙན་གྲགས།,Ganden Tripa,dga' ldan khri pa,1746,0,,,1824,0,,,M,66,
5426,P311,Lobzang Tsultrim,en,blo bzang tshul khrims,བློ་བཟང་ཚུལ་ཁྲིམས།,,,1745,0,,,1800,0,,,M,,
5432,P3116,Peljor Gyatso,en,dpal 'byor rgya mtsho,དཔལ་འབྱོར་རྒྱ་མཚོ།,Ganden Tripa,dga' ldan khri pa,1526,0,,,1599,0,,,M,25,
5436,P312,Gendun Trinle Rabgye,en,dge 'dun 'phrin las rab rgyas,དགེ་འདུན་འཕྲིན་ལས་རབ་རྒྱས།,Rongpo Drubchen,rong po grub chen,1740,0,,,1794,0,,,M,3,
5437,P3120,Janglingpa Tashi Gyeltsen,en,byang gling pa bkra shis rgyal mtshan,བྱང་གླིང་པ་བཀྲ་ཤིས་རྒྱལ་མཚན།,,,,1,,57,,0,,,M,,
5457,P314,Jigme Lingpa,en,jigs med gling pa,འཇིགས་མེད་གླིང་པ།,,,1730,0,,,1798,0,,,M,,
5461,P3143,Ra Lotsāwa Dorje Drakpa,en,rwa lo tsA ba rdo rje grags pa,རྭ་ལོ་ཙཱ་བ་རྡོ་རྗེ་གྲགས་པ།,,,1016,0,,,1128,1,,,M,,
5479,P316,Arik Geshe Jampa Gelek Gyeltsen,en,a rig dge bshes byams pa dge legs rgyal mtshan,ཨ་རིག་དགེ་བཤེས་བྱམས་པ་དགེ་ལེགས་རྒྱལ་མཚན།,,,1728,0,,,1803,0,,,M,,
5480,P3160,Chokyong Gyatso,en,chos skyong rgya mtsho,ཆོས་སྐྱོང་རྒྱ་མཚོ།,Ganden Tripa,dga' ldan khri pa,1473,0,,,1539,0,,,M,16,
5485,P3165,Jampel Tsultrim,en,jam dpal tshul khrims,འཇམ་དཔལ་ཚུལ་ཁྲིམས།,Ganden Tripa,dga' ldan khri pa,,0,,71,,0,,75,M,72,
5490,P3170,Lobzang Tenpai Gyeltsen,en,blo bzang bstan pa'i rgyal mtshan,བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།,Rongpo Drubchen,rong po grub chen,1858,0,1859,,1915,0,,,M,6,
5500,P318,Go Lotsāwa Zhonnu Pel,en,gos lo tsA ba gzhon nu dpal,འགོས་ལོ་ཙཱ་བ་གཞོན་ནུ་དཔལ།,,,1392,0,,,1481,0,,,M,,
5511,P319,Tsuklak Trengwa,en,gtsug lag 'phreng ba,གཙུག་ལག་འཕྲེང་བ།,Pawo,dpa' bo,1504,0,,,1566,0,,,M,2,
5527,P3203,Niṣkalaṅka,en,ni ska laM ka,ནི་སྐ་ལཾ་ཀ།,,,,0,,46,,0,,48,M,,
5555,P3229,Nartangpa Tsultrim Gyeltsen,en,snar thang pa tshul khrims rgyal mtshan,སྣར་ཐང་པ་ཚུལ་ཁྲིམས་རྒྱལ་མཚན།,,,,0,,49,,0,,,M,,
5588,P326,Guru Chowang,en,gu ru chos kyi dbang phyug,གུ་རུ་ཆོས་ཀྱི་དབང་ཕྱུག།,,,1212,0,,,1270,0,,,M,,
5615,P3285,Drokmi Śākya Yeshe,en,brog mi shAkya ye shes,འབྲོག་མི་ཤཱཀྱ་ཡེ་ཤེས།,,,992,1,,,1043,0,1072,,M,,
5626,P3296,Buddhaśrī,sa-x-iast,sangs rgyas dpal,སངས་རྒྱས་དཔལ།,,,1339,0,,,1432,0,,,M,,
5641,P331,Deumar Geshe Tendzin Puntsok,en,de'u dmar dge bshes bstan 'dzin phun tshogs,དེའུ་དམར་དགེ་བཤེས་བསྟན་འཛིན་ཕུན་ཚོགས།,,,1672,0,,,,0,,,M,,
5644,P3312,Machik Labdron,en,ma cig lab sgron,མ་ཅིག་ལབ་སྒྲོན།,,,1055,0,,,1149,0,,,F,,
5652,P332,Ngawang Tsultrim,en,ngag dbang tshul khrims,ངག་དབང་ཚུལ་ཁྲིམས།,Ganden Tripa,dga' ldan khri pa,1721,0,,,1791,0,,,M,61,
5693,P3357,Umapa Tsondru Sengge,en,dbu ma pa brtson 'grus seng ge,དབུ་མ་པ་བརྩོན་འགྲུས་སེང་གེ།,,,,0,,55,,0,,59,M,,
5706,P3369,Tsultrim Dargye,en,tshul khrims dar rgyas,ཚུལ་ཁྲིམས་དར་རྒྱས།,Ganden Tripa,dga' ldan khri pa,1632,0,,,1701,1,,,M,45,
5717,P3379,Atiśa Dīpaṃkara,sa-x-iast,a ti sha dI paM ka ra,ཨ་ཏི་ས་དཱི་པཾ་ཀ་ར།,,,982,0,,,1055,1,,,M,,
5729,P339,Sumpa Khenpo Yeshe Peljor,en,sum pa mkhan po ye shes dpal 'byor,སུམ་པ་མཁན་པོ་ཡེ་ཤེས་དཔལ་འབྱོར།,,,1704,0,,,1788,0,,,M,,
5750,P3408,Bakton Zhonnu Tsultrim,en,bag ston gzhon nu tshul khrims,བག་སྟོན་གཞོན་ནུ་ཚུལ་ཁྲིམས།,,,,1,,50,,0,,51,M,,
5753,P3411,Draktengpa Yonten Tsultrim,en,brag steng pa yon tan tshul khrims,བྲག་སྟེང་པ་ཡོན་ཏན་ཚུལ་ཁྲིམས།,,,,0,,41,,0,,,M,,
5777,P3434,Gendun Gyeltsen,en,dge 'dun rgyal mtshan,དགེ་འདུན་རྒྱལ་མཚན།,Ganden Tripa,dga' ldan khri pa,1532,0,,,1607,0,,,M,28,
5786,P3442,Potowa Rinchen Sel,en,po to ba rin chen gsal,པོ་ཏོ་བ་རིན་ཆེན་གསལ།,,,1027,0,,,1105,0,,,M,,
5790,P3446,Tumton Lodro Drakpa,en,gtum ston blo gros grags pa,གཏུམ་སྟོན་བློ་གྲོས་གྲགས་པ།,,,1106,0,,,1166,0,,,M,,
5791,P3447,Chekhawa Yeshe Dorje,en,chad kha ba ye shes rdo rje,འཆད་ཁ་བ་ཡེ་ཤེས་རྡོ་རྗེ།,,,1101,0,,,1175,0,,,M,,
5795,P3450,Shākya Yeshe,en,shAkya ye shes,ཤཱཀྱ་ཡེ་ཤེས།,,,1354,0,,,1435,0,,,M,,
5796,P3451,Jinpa Gyatso,en,sbyin pa rgya mtsho,སྦྱིན་པ་རྒྱ་མཚོ།,Ganden Tripa,dga' ldan khri pa,1629,0,,,1695,0,,,M,46,
5801,P3456,Naktso Lotsāwa Tsultrim Gyelwa,en,nag 'tsho lo tsA ba tshul khrims rgyal ba,ནག་འཚོ་ལོ་ཙཱ་བ་ཚུལ་ཁྲིམས་རྒྱལ་བ།,,,1011,0,,,1064,0,,,M,,
5803,P3458,Go Khukpa Lhetse,en,gos khug pa lhas btsas,འགོས་ཁུག་པ་ལྷས་བཙས།,,,,0,,42,,0,,44,M,,
5805,P346,Polhane Sonam Tobgye,en,pho lha nas bsod nams stobs rgyas,ཕོ་ལྷ་ནས་བསོད་ནམས་སྟོབས་རྒྱས།,,,1689,0,,,1747,0,,,M,,
5817,P3470,Lhodrak Namkha Gyelpo,en,lho brag nam mkha' rgyal po,ལྷོ་བྲག་ནམ་མཁའ་རྒྱལ་པོ།,,,,0,,52,,0,,54,M,,
5818,P3471,Lhodrak Sengge Zangpo,en,lho brag seng+ge bzang po,ལྷོ་བྲག་སེངྒེ་བཟང་པོ།,,,,0,,52,,0,,54,M,,
5819,P3472,Lhodrak Gyelse Zangpo,en,lho brag rgyal sras bzang po,ལྷོ་བྲག་རྒྱལ་སྲས་བཟང་པོ།,,,,0,,52,1356,0,,,M,,
5820,P3473,Chennga Tsultrim Bar,en,spyan snga tshul khrims 'bar,སྤན་སྔ་ཚུལ་ཁྲིམས་འབར།,,,1038,0,,,1103,0,,,M,,
5822,P3475,Jayulwa Zhonnu Wo,en,bya yul ba gzhon nu 'od,བྱ་ཡུལ་བ་གཞོན་ནུ་འོད།,,,1075,0,,,1138,0,,,M,,
5824,P3477,Tsakho Ngawang Drakpa,en,tsha kho ngag dbang grags pa,ཚ་ཁོ་ངག་དབང་གྲགས་པ།,,,1365,0,,,,0,,,M,,
5849,P35,Jamyang Choje Tashi Pelden,en,jam dbyangs chos rje bkra shis dpal ldan,འཇམ་དབྱངས་ཆོས་རྗེ་བཀྲ་ཤིས་དཔལ་ལྡན།,,,1379,0,,,1449,0,,,M,,
5858,P3507,Gorumpa Kunga Lekpa,en,sgo rum pa kun dga' legs pa,སྒོ་རུམ་པ་ཀུན་དགའ་ལེགས་པ།,,,1477,0,,,1544,0,,,M,,
5871,P352,Tsangyang Gyatso,en,ta la'i bla ma 06 tshangs dbyangs rgya mtsho,ཏ་ལའི་བླ་མ ༠༦ ཚངས་དབྱངས་རྒྱ་མཚོ།,Dalai Lama,ta la'i bla ma,1683,0,,,1706,0,,,M,6,
5889,P3537,Ngawang Tendzin,en,ngag dbang bstan 'dzin,ངག་དབང་བསྟན་འཛིན།,,,1696,0,,,1762,0,,,M,,
5894,P3542,Tubten Lhundrub,en,thub bstan lhun grub,ཐུབ་བསྟན་ལྷུན་གྲུབ།,,,1906,0,,,1955,0,,,M,,
5897,P3546,Amdo Geshe Jampel Rolpai Lodro,en,a mdo dge bshes 'jam dpal rol pa'i blo gros,ཨ་མདོ་དགེ་བཤེས་འཇམ་དཔལ་རོལ་པའི་བློ་གྲོས།,,,1888,0,,,1936,0,,,M,,
5899,P3548,Lobzang Rabten,en,blo bzang rab brtan,བློ་བཟང་རབ་བརྟན།,Tukwan,thu'u bkwan,,0,,,1679,0,,,M,1,
5901,P355,Gendun Tsultrim,en,dge 'dun tshul khrims,དགེ་འདུན་ཚུལ་ཁྲིམས།,Ganden Tripa,dga' ldan khri pa,1744,0,,,1807,0,,,M,65,
5902,P3550,Shedrub Gyatso,en,bshad sgrub rgya mtsho,བཤད་སྒྲུབ་རྒྱ་མཚོ།,Tukwan,thu'u bkwan,1839,0,,,1894,0,,,M,6,
5910,P3558,Konchok Gyepai Lodro,en,dkon mchog dgyes pa'i blo gros,དཀོན་མཆོག་དགྱེས་པའི་བློ་གྲོས།,Lingtrul,gling sprul,1773,0,,,1837,1,,,M,2,
5924,P3572,Chokyi Gyeltsen,en,chos kyi rgyal mtshan,ཆོས་ཀྱི་རྒྱལ་མཚན།,Tai Situ,ta'i si tu,1377,0,,,1448,0,,,M,1,
5926,P3574,Tashi Peljor,en,bkra shis dpal 'byor,བཀྲ་ཤིས་དཔལ་འབྱོར།,Tai Situ,ta'i si tu,1498,0,,,1541,0,,,M,3,
5927,P3575,Chokyi Gyeltsen,en,chos kyi rgyal mtshan,ཆོས་ཀྱི་རྒྱལ་མཚན།,Tai Situ,ta'i si tu,1560,0,1586,,1632,0,1657,,M,5,
5928,P3576,Mutruk Chokyi Gocha,en,mi 'khrugs chos kyi go cha,མི་འཁྲུགས་ཆོས་ཀྱི་གོ་ཆ།,Tai Situ,ta'i si tu,1542,0,,,1585,0,,,M,4,
5932,P358,Lobzang Gelek,en,blo bzang dge legs,བློ་བཟང་དགེ་ལེགས།,Ganden Tripa,dga' ldan khri pa,1757,0,,,1816,0,,,M,68,
5953,P3599,Chodrak Zangpo,en,chos grags bzang po,ཆོས་གྲགས་བཟང་པོ།,Ganden Tripa,dga' ldan khri pa,1493,0,,,1559,0,,,M,20,
5985,P3627,Chakpa Chopel,en,chags pa chos 'phel,ཆགས་པ་ཆོས་འཕེལ།,,,,0,,68,,0,,71,M,,
5997,P3638,Pelchen Chokyi Yeshe,en,dpal chen chos kyi ye shes,དཔལ་ཆེན་ཆོས་ཀྱི་ཡེ་ཤེས།,,,,0,,48,,0,,49,M,,
5999,P364,Nyangrel Nyima Wozer,en,nyang ral nyi ma 'od zer,ཉང་རལ་ཉི་མ་འོད་ཟེར།,,,1124,0,1136,,1192,0,1204,,M,,
6009,P3649,Depa Trinle Gyatso,en,sde pa 'phrin las rgya mtsho,སྡེ་པ་འཕྲིན་ལས་རྒྱ་མཚོ།,,,,0,,64,1668,0,,,M,,
6010,P365,Namkha Pel,en,nam mkha' dpal,ནམ་མཁའ་དཔལ།,,,,0,,45,,0,,49,M,,
6025,P3663,Jigme Gyeltsen,en,jigs med rgyal mtshan,འཇིགས་མེད་རྒྱལ་མཚན།,,,1773,0,,,1850,0,,,M,,
