TOL ID,TBRC RID,Primary name,Primary name encoding,Wylie name,Tibetan,Title,Wylie title,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Ordinal,Wikidata ID
12839,P9901,Tulku Urgyen,en,sprul sku o rgyan,སྤྲུལ་སྐུ་ཨོ་རྒྱན།,,,1920,0,,,1996,0,,,M,,
12865,P1KG1960,Lhagyari Dechen Trinle Rolpa,en,bde chen 'phrin las rol pa,བདེ་ཆེན་འཕྲིན་ལས་རོལ་པ།,Ruler of Eyul,e lha rgya ri khri chen,,0,,71,,0,,75,M,11,
12883,P994,Chokyi Dorje,en,chos kyi rdo rje,ཆོས་ཀྱི་རྡོ་རྗེ།,,,1457,0,,,,0,,,M,,
12906,P3JM101,Tubten Trinle Gyatso,en,thub bstan phrin las rgya mtsho,ཐུབ་བསྟན་ཕྲིན་ལས་རྒྱ་མཚོ།,Lingla,gling bla,1897,1,,,1959,0,,,M,4,
12981,P3JM56,Pema Gargyi Wangchuk,en,pad+ma gar gyi dbang phyug,པདྨ་གར་གྱི་དབང་ཕྱུག།,Chagdud Tulku,lcags mdud sprul sku,1930,0,,,2002,0,,,M,,
12982,P3JM57,Polu Khenpo Dorje,bo-x-ewts,spo lu mkhan po rdo rje,སྤོ་ལུ་མཁན་པོ་རྡོ་རྗེ།,,,1897,0,,,1970,0,,,M,,
13026,P997,Wensapa Lobzang Dondrub,en,dben sa pa blo bzang don grub,དབེན་ས་པ་བློ་བཟང་དོན་གྲུབ།,Paṇchen Lama,paN chen bla ma,1505,0,,,1556,0,,,M,3,
13057,P3AG58,Gyelwai Lodro,en,rgyal ba'i blo gros,རྒྱལ་བའི་བློ་གྲོས།,,,,0,,34,,0,,36,M,,
13058,P3AG55,Wodren Pelgyi Wangchuk,en,o bran dpal gyi dbang phyug,འོ་བྲན་དཔལ་གྱི་དབང་ཕྱུག།,,,,0,,30,,0,,31,M,,
13061,P3AG59,Ngok Jo Tsultrim Sherab,en,rngog jo tshul khrims shes rab,རྔོག་ཇོ་ཚུལ་ཁྲིམས་ཤེས་རབ།,,,1103,0,1115,,1154,0,1158,,M,,
13063,P2416,Khenchen Lungrik Gyatso,en,mkhan chen lung rigs rgya mtsho,མཁན་ཆེན་ལུང་རིགས་རྒྱ་མཚོ།,,,,0,,61,,0,,,M,,
13064,P2MS4764,Kunga Pelzang ,en,kun dga' dpal bzang,ཀུན་དགའ་དཔལ་བཟང།,,,1513,0,,,1593,0,,,M,,
13065,P2417,Lochen Ratnabhadra,en,lo chen rat+na bha dra,ལོ་ཆེན་རཏྣ་བྷ་དྲ།,,,1489,0,,,1563,0,,,M,,
13066,P2CZ7929,Vairocanavajra,en,bai ro tsa na ba dz+ra,བཻ་རོ་ཙ་ན་བ་ཛྲ།,,,,1,,45,,0,,,M,,
13067,P3AG45,Tsokye Dorje,en,mtsho skyes rdo rje,མཚོ་སྐྱེས་རྡོ་རྗེ།,Riwoche Jedrung,ri bo che rje drung,1530,0,,,1590,0,,,M,1,
13068,P3AG46,Drakpa Gyeltsen,en,grags pa rgyal mtshan,གྲགས་པ་རྒྱལ་མཚན།,Riwoche Jedrung,ri bo che rje drung,1591,0,,,1642,0,,,M,2,
13069,P3AG48,Drakpa Rinchen Sherab,en,grags pa rin chen shes rab,གྲགས་པ་རིན་ཆེན་ཤེས་རབ།,Riwoche Jedrung,ri bo che rje drung,1715,0,,,1743,0,,,M,4,
13070,P3AG49,Rinchen Lekdrub,en,rin chen legs grub,རིན་ཆེན་ལེགས་གྲུབ།,Riwoche Jedrung,ri bo che rje drung,1745,0,,,1829,0,,,M,5,
13071,P3AG47,Drakpa Lekdrub,en,grags pa legs grub,གྲགས་པ་ལེགས་གྲུབ།,Riwoche Jedrung,ri bo che rje drung,1646,1,,,1708,0,,,M,3,
13072,P2CZ8003,Gara Lama Sonam Rabten,en,mgar ra bla ma bsod nams rab brtan,མགར་ར་བླ་མ་བསོད་ནམས་རབ་བརྟན།,,,1865,0,,,1936,0,,,M,,
13073,P1AG39,Chennga Sonam Zangpo,en,spyan nga bsod nams bzang po,སྤྱན་ང་བསོད་ནམས་བཟང་པོ།,,,1380,0,,,1416,0,,,M,,
13074,P1AG59,Tsangpopa Konchok Sengge,en,gtsang po pa dkon mchog seng ge,གཙང་པོ་པ་དཀོན་མཆོག་སེང་གེ།,,,,0,,,1218,0,,,M,,
13075,P8LS76449,Oluk Darhan Nangso,en,U luk Dar han nang su,ཨཱུ་ལུཀ་ཌར་ཧན་ནང་སུ།,,,1600,0,,65,,0,,,M,,
13076,P8LS76448,Kangyurpa,en,bka' 'gyur pa,བཀའ་འགྱུར་པ།,,,,0,,51,,0,,,M,,
13077,P3AG56,Khyeuchung Lotsāwa,en,khye'u chung lo tsA ba,ཁྱེའུ་ཆུང་ལོ་ཙཱ་བ།,,,,0,,30,,0,,32,M,,
13078,P2CZ9156,Jangsem Sherab Zangpo,en,byang sems shes rab bzang po,བྱང་སེམས་ཤེས་རབ་བཟང་པོ།,,,1395,0,,,1457,0,,,M,,
13079,P3AG2,Meu Gongdzo,en,rme'u dgongs mdzod,རྨེའུ་དགོངས་མཛོད།,,,1038,0,,,1096,0,,,M,,
13080,P11MS159,Bonzhik Khyungnak,en,bon zhig khyung nag,བོན་ཞིག་ཁྱུང་ནག།,,,1103,0,,,1183,0,,,M,,
13081,P11MS161,Dampa Yuzhik,en,dam pa g.yu zhig,དམ་པ་གཡུ་ཞིག།,,,1225,0,,50,,0,,,M,,
13082,P4CN12039,Kyabje Yongdzin Tsultrim Gyeltsen,en,skyabs rje yongs 'dzin tshul khrims rgyal mtshan,སྐྱབས་རྗེ་ཡོངས་འཛིན་ཚུལ་ཁྲིམས་རྒྱལ་མཚན།,,,1893,0,,,1967,0,,,M,,
13083,P11MS160,Trulzhik Dombu,en,khrul zhig ldom bu,འཁྲུལ་ཞིག་ལྡོམ་བུ།,,,1150,0,,,,0,,50,M,,
13084,P11MS162,Zhikpo Kunga,en,zhig po kun dga',ཞིག་པོ་ཀུན་དགའ།,,,,0,,50,,0,,,M,,
13086,P11MS163,Donggom Zhikpo,en,ldong sgom zhig po,ལྡོང་སྒོམ་ཞིག་པོ།,,,,0,,49,,0,,,M,,
13087,P3AG3,Gomchen Barwa,en,sgom chen 'bar ba,སྒོམ་ཆེན་འབར་བ།,,,,0,,44,,0,,46,M,,
13088,P3AG4,Joyung,en,jo g.yung,ཇོ་གཡུང།,,,,0,,45,,0,,,M,,
13089,P3AG5,Drilungpa Tsultrim Sherab,en,bri lung pa tshul khrims shes rab,འབྲི་ལུང་པ་ཚུལ་ཁྲིམས་ཤེས་རབ།,,,,0,,45,,0,,,M,,
13090,P3AG6,Yorpo Mepel,en,g.yor po me dpal,གཡོར་པོ་མེ་དཔལ།,,,1134,0,,,1169,0,,,M,,
13091,P3AG7,Drogon Dutsi Gyeltsen,en,gro mgon bdud rtsi rgyal mtshan,འགྲོ་མགོན་བདུད་རྩི་རྒྱལ་མཚན།,,,,0,,45,,0,,,M,,
13092,P3AG8,Azha Lodro Gyeltsen,en,a zha blo gros rgyal mtshan,འ་ཞ་བློ་གྲོས་རྒྱལ་མཚན།,,,1198,0,,,1263,0,,,M,,
13093,A3AG9,Druton Dulwa Gyeltsen,en,bru ston 'dul ba rgyal mtshan,བྲུ་སྟོན་འདུལ་བ་རྒྱལ་མཚན།,,,1239,0,,,1293,0,,,M,,
13094,P2AG1,Ngawang Trinle Pelzang,en,ngag dbang 'phrin las dpal bzang,ངག་དབང་འཕྲིན་ལས་དཔལ་བཟང།,Chakra Tulku,lcags ra sprul sku,1730,0,,,1794,0,,,M,6,
13095,P2AG2,Sanggye Peljor,en,sangs rgyas dpal 'byor,སངས་རྒྱས་དཔལ་འབྱོར།,Chakra Tulku,lcags ra sprul sku,1449,0,,,1523,0,,,M,1,
13096,P2AG3,Choje Ngawang,en,chos rje ngag dbang,ཆོས་རྗེ་ངག་དབང།,Chakra Tulku,lca,1525,0,,,1591,0,,,M,2,
13097,P2AG4,Ngawang Chojor Zangpo,en,ngag dbang chos 'byor bzang po,ངག་དབང་ཆོས་འབྱོར་བཟང་པོ།,Chakra Tulku,lcags ra sprul sku,1595,0,,,1606,0,,,M,3,
13098,P2AG5,Ngawang Pelden Gyeltsen Chokyi Wangchuk,en,ngag dbang dpal ldan rgyal mtshan chos kyi dbang phyug,ངག་དབང་དཔལ་ལྡན་རྒྱལ་མཚན་ཆོས་ཀྱི་དབང་ཕྱུག།,Chakra Tulku,lcags ra sprul sku,1796,0,,,1860,0,,,M,7,
13099,P2AG6,Ngawang Tenpai Jungne Trinle Chokyi Gyeltsen,en,ngag dbang bstan pa'i 'byung gnas 'phrin las chos kyi rgyal mtshan,ངག་དབང་བསྟན་པའི་འབྱུང་གནས་འཕྲིན་ལས་ཆོས་ཀྱི་རྒྱལ་མཚན།,Chakra Tulku,lcags ra sprul sku,1861,0,,,1914,0,,,M,8,
13100,P2AG7,Lobzang Trinle Namgyel,en,blo bzang 'phrin las rnam rgyal,བློ་བཟང་འཕྲིན་ལས་རྣམ་རྒྱལ།,Chakra Tulku,lcags ra sprul sku,1915,0,,,1933,0,,,M,9,
13101,P2AG9,Jampel Kelzang Jigme Chokyi Gyeltsen,en,lcags ra sprul sku 10 'jam dpal bskal bzang 'jigs med chos kyi rgyal mtshan,ལྕགས་ར་སྤྲུལ་སྐུ ༡༠ འཇམ་དཔལ་བསྐལ་བཟང་འཇིགས་མེད་ཆོས་ཀྱི་རྒྱལ་མཚན།,Chakra Tulku,lcags ra sprul sku,1934,0,,,1948,0,,,M,10,
13102,P2AG8,Lobzang Wangchuk,en,blo bzang dbang phyug,བློ་བཟང་དབང་ཕྱུག།,Kondor Tulku,dkon rdor sprul sku,1689,0,,,1758,0,,,M,2,
13103,P2AG11,Lobzang Chokle Namgyel,en,blo bzang phyogs las rnam rgyal,བློ་བཟང་ཕྱོགས་ལས་རྣམ་རྒྱལ།,Kondor Tulku,dkon rdor sprul sku,1762,0,,,1839,0,,,M,3,
13104,P2AG12,Lobzang Jampel Tendzin Namgyel,en,blo bzang 'jam dpal bstan 'dzin rnam rgyal,བློ་བཟང་འཇམ་དཔལ་བསྟན་འཛིན་རྣམ་རྒྱལ།,Kondor Tulku,dkon rdor sprul sku,1840,0,,,1892,0,,,M,4,
13105,P2AG13,Lobzang Namgyel Tendzin Lhundrub,en,blo bzang 'rnam rgyal bstan 'dzin lhun grub,བློ་བཟང་འརྣམ་རྒྱལ་བསྟན་འཛིན་ལྷུན་གྲུབ།,Kondor Tulku,dkon rdor sprul sku,1894,0,,,1950,0,,,M,5,
13106,P2AG14,Konchok Tendzin,en,dkon mchog bstan 'dzin,དཀོན་མཆོག་བསྟན་འཛིན།,Gyara Tulku,rgya ra sprul sku,1634,0,,,1644,0,,,M,2,
13107,P2AG15,Lobzang Puntsok Namgyel,en,blo bzang phun tshogs rnam rgyal,བློ་བཟང་ཕུན་ཚོགས་རྣམ་རྒྱལ།,Gyara Tulku,rgya ra sprul sku,1646,0,,,1676,0,,,M,3,
13108,P2AG16,Lobzang Tendzin Trinle,en,blo bzang bstan 'dzin 'phrin las,བློ་བཟང་བསྟན་འཛིན་འཕྲིན་ལས།,Gyara Tulku,rgya ra sprul sku,1681,0,,,1731,0,,,M,4,
13109,P2AG17,Kelzang Chodrak Pelden,en,skal bzang chos drags dpal ldan,སྐལ་བཟང་ཆོས་དྲགས་དཔལ་ལྡན།,Gyara Tulku,rgya ra sprul sku,1734,0,,,1791,0,,,M,5,
13110,P2AG18,Lobzang Chopel,en,blo bzang chos 'phel,བློ་བཟང་ཆོས་འཕེལ།,Gyara Tulku,rgya ra sprul sku,1792,0,,,1841,0,,,M,6,
13111,P2AG19,Jampa Taye,en,byams pa mtha' yas,བྱམས་པ་མཐའ་ཡས།,,,1894,0,,,1949,0,,,M,,
13112,P2AG20,Chopel Zangpo,en,chos dpal bzang po,ཆོས་དཔལ་བཟང་པོ།,,,,0,,59,,0,,62,M,,
13113,P2AG23,Shākya Gyeltsen,en,shAkya rgyal mtshan,ཤཱཀྱ་རྒྱལ་མཚན།,,,,0,,59,,0,,62,M,,
13115,P2AG25,Dru Gyelwa Yungdrung,en,bru rgyal ba g.yung drung,བྲུ་རྒྱལ་བ་གཡུང་དྲུང།,,,1242,0,,,1290,0,,,M,,
13116,P3AG10,Drusha Namkha Wozer,en,bru sha nam mkha' 'od zer,བྲུ་ཤ་ནམ་མཁའ་འོད་ཟེར།,,,,0,,,,0,,,M,,
13117,P3AG12,Druton Sonam Gyeltsen,en,bru ston bsod nams rgyal mtshan,བྲུ་སྟོན་བསོད་ནམས་རྒྱལ་མཚན་།,,,,0,,49,,0,,,M,,
13118,P11MS153,Godzung Lodro Gyeltsen,en,sgo dzung blo gros rgyal mtshan,སྒོ་ཛུང་བློ་གྲོས་རྒྱལ་མཚན།,,,,0,,61,,0,,61,M,,
13119,P3AG13,Tsungme Sonam Lodro,en,mtshungs med bsod nams blo gros,མཚུངས་མེད་བསོད་ནམས་བློ་གྲོས།,,,,0,,49,,0,,,M,,
13120,P2AG27,Drodul Dorji Tenzin,en,gro 'dul rdo rje bstan 'dzin,གྲོ་འདུལ་རྡོ་རྗེ་བསྟན་འཛིན།,,,1927,0,,,2005,0,,,M,,
13121,P2AG28,Drubtob Namgyel Lhundrub,en,sgrub thob rnam rgyal lhun grub,སྒྲུབ་ཐོབ་རྣམ་རྒྱལ་ལྷུན་གྲུབ།,Petseling,pad tshal gling,1718,0,,,1786,0,,,M,1,
13122,P2AG30,Jigme Drodon Dorje,en,jigs med 'gro don rdo rje,འཇིགས་མེད་འགྲོ་དོན་རྡོ་རྗེ།,Petseling,pad tshal gling,1853,0,,,1883,0,,,M,3,
13123,P2AG32,Jigme Tenpai Gyeltsen,en,jig med 'bstan pa'i rgyal mtshan,འཇིག་མེད་འབསྟན་པའི་རྒྱལ་མཚན།,Petseling,pad tshal gling,1788,0,,,1850,0,,,M,2,
13124,P2AG29,Jigme Kundrol Namgyel,en,jigs med kun grol rnam rgyal,འཇིགས་མེད་ཀུན་གྲོལ་རྣམ་རྒྱལ།,,,1719,0,,,,0,,,M,,
13125,P2AG34,Namkha Gyeltsen,en,rnam mkha' rgyal mtshan,རྣམ་མཁའ་རྒྱལ་མཚན།,Humrel,hum ral,,0,,59,,0,,63,M,1,
13126,P2AG35,Kunzang Trinle Namgyel,en,kun bzang nge don bstan 'dzin chos rgyal,ཀུན་བཟང་ངེ་དོན་བསྟན་འཛིན་ཆོས་རྒྱལ།,Petseling,pad tshal gling,1892,0,,,1957,0,,,M,4,
13127,P2AG36,Ngawang Tenzin Gyatso,en,ngag dbang bstan 'dzin rgya mtsho,ངག་དབང་བསྟན་འཛིན་རྒྱ་མཚོ།,,,1883,0,,,1966,0,,,M,,
13128,P2AG33,Tekchok Tenpai Gyeltsen,en,theg mchog bstan pa'i rgyal mtshan,ཐེག་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,Peling Tukse,pad gling thugs sras,1951,0,,,2010,0,,,M,10,
13129,P3AG1,Tsenden Namgyel Kara,en,mtshan ldan rnam rgyal ka ra,མཚན་ལྡན་རྣམ་རྒྱལ་ཀ་ར།,,,,0,,51,,0,,53,M,,
13131,P3AG14,Khedrub Rinchen Lodro,en,mkhas grub rin chen blo gros,མཁས་གྲུབ་རིན་ཆེན་བློ་གྲོས།,,,,0,,55,,0,,59,M,,
13132,P3AG15,Rinchen Gyeltsen,en,rin chen rgyal mtshan,རིན་ཆེན་རྒྱལ་མཚན།,,,,0,,53,,0,,57,M,,
13133,P3AG16,Kunzang Trinle Namgyel,en,kun bzang 'phrin las rnam rgyal,ཀུན་བཟང་འཕྲིན་ལས་རྣམ་རྒྱལ།,Gangteng,sgang steng,1727,0,,,1758,0,,,M,3,
13134,P3AG17,Katokpa Jangchub Gyeltsen,en,kaH thog pa byang chub rgyal mtshan,ཀཿ་ཐོག་པ་བྱང་ཆུབ་རྒྱལ་མཚན།,,,,0,,53,,0,,57,M,,
13135,P3AG18,Namtrul Namkha Yeshe,en,rnam sprul nam mkha' ye shes,རྣམ་སྤྲུལ་ནམ་མཁའ་ཡེ་ཤེས།,,,1446,0,,,,0,,,M,,
13139,P3AG24,Ayu Khandro Dorje Peldron,en,a g.yu mkha' 'gro rdo rje dpal sgron,ཨ་གཡུ་མཁའ་འགྲོ་རྡོ་རྗེ་དཔལ་སྒྲོན།,,,1839,0,,,1953,0,,,F,,
13140,P3AG25,Khedrub Kunzang Gyeltsen,en,mkhas grub kun bzang rgyal mtshan,མཁས་གྲུབ་ཀུན་བཟང་རྒྱལ་མཚན།,,,,0,,57,,0,,,M,,
13141,p1019,Sanggye Won Drakpa Pel,en,sangs rgyas dbon grags pa dpal,སངས་རྒྱས་དབོན་གྲགས་པ་དཔལ།,,,1251,0,,,1296,0,,,M,,
13142,P3AG26,Tenpai Nyima,en,bstan pa'i nyi ma,བསྟན་པའི་ཉི་མ།,Gangteng,sgang steng,1838,0,,,1874,0,,,M,6,
13143,P3AG27,Orgyen Tenpai Nyinje,en,o rgyan bstan pa'i nyin byed,ཨོ་རྒྱན་བསྟན་པའི་ཉིན་བྱེད།,Gangteng,sgang steng,1875,0,,,1905,0,,,M,7,
13145,P3AG29,Tendzin Sizhi Namgyel,en,bstan 'dzin srid zhi rnam rgyal,བསྟན་འཛིན་སྲིད་ཞི་རྣམ་རྒྱལ།,Gangteng,sgang steng,1759,0,,,1790,0,,,M,4,
13146,P3AG30,Orgyen Gelek Namgyel,en,o rgyan dge legs rnam rgyal,ཨོ་རྒྱན་དགེ་ལེགས་རྣམ་རྒྱལ།,Gangteng,sgang steng,1792,0,,,1840,0,,,M,5,
13147,P3AG31,Drubwang Drakpa Gyeltsen,en,grub dbang grags pa rgyal mtshan,གྲུབ་དབང་གྲགས་པ་རྒྱལ་མཚན།,,,,0,,71,,0,,,M,,
13148,P3JM110,Konchok Tenpai Gyeltsen,en,dkon mchog bstan pa'i rgyal mtshan,དཀོན་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,Dzogchen Kongtrul,rdzogs chen kong sprul,1900,1,,,1952,1,,,M,1,
13149,P3AG39,Konchok Jigme Wangpo,en,dkon mchog 'jigs med dbang po,དཀོན་མཆོག་འཇིགས་མེད་དབང་པོ།,Dzogchen Kongtrul,rdzogs chen kong sprul,1953,0,,,1961,0,,,M,2,
13150,P3AG40,Zhonnu Lodro,en,gzhon nu blo gros,གཞོན་ནུ་བློ་གྲོས།,Dzogchen Khyentse,rdzogs chen mkhyen brtse,1937,0,,,1959,0,,,M,2,
13151,P3AG41,Konchok Tenpai Nyima,en,dkon mchog bstan pa'i nyi ma,དཀོན་མཆོག་བསྟན་པའི་ཉི་མ།,Dzogchen Ponlob,rdzogs chen dpon slob,1889,1,,,1924,1,,,M,5,
13152,P3AG42,Jikdrel Tsewang Dorje,en,jigs bral tshe dbang rdo rje,འཇིགས་བྲལ་ཚེ་དབང་རྡོ་རྗེ།,Dzogchen Ponlob,rdzogs chen dpon slob,1925,0,,,1962,0,,,M,6,
13157,P3AG52,Gyakob Tulku Kunzang,en,rgya khob sprul sku kun bzang,རྒྱ་ཁོབ་སྤྲུལ་སྐུ་ཀུན་བཟང།,,,,0,,76,,0,,78,M,,
13162,P3AG54,Garwang Lerab Lingpa,en,gar dbang las rab gling pa,གར་དབང་ལས་རབ་གླིང་པ།,Gemang,dge mang,1930,0,,,1959,0,,,M,3,
13163,P3AG53,Tenpai Nyima,en,bstan pa'i nyi ma,བསྟན་པའི་ཉི་མ།,Gemang,dge mang,1857,1,,,1925,0,,,M,2,
13164,P1KT4,Nangzher Lopo,en,snang bzher lod po,སྣང་བཞེར་ལོད་པོ།,,,,0,,,,0,,,M,,
13165,P1KT7,Tongyung Tuchen,en,stong rgyung mthu chen,སྟོང་རྒྱུང་མཐུ་ཆེན།,,,,0,,,,0,,,M,,
13166,P1PD102803,Ngawang Dogyu Yonten Rabgye,en,ngag dbang mdo rgyud yon tan rab rgyas,ངག་དབང་མདོ་རྒྱུད་ཡོན་ཏན་རབ་རྒྱས།,Tongkhor,stong 'khor,1853,0,,,1895,0,,,M,8,
13167,P1PD102748,Lobzang Dogyu Yeshe,en,blo bzang mdo rgyud ye shes,བློ་བཟང་མདོ་རྒྱུད་ཡེ་ཤེས།,Tongkhor,stong 'khor,1806,0,,,1852,0,,,M,7,
13168,P1PD96458,Lobzang Jamyang,en,blo bzang 'jam dbyangs,བློ་བཟང་འཇམ་དབྱངས།,Kirti,kirti,1656,0,,,1708,0,,,M,4,
13169,P3AG60,Sonam Tseten,en,bsod nams tshe brtan,བསོད་ནམས་ཚེ་བརྟན།,,,,0,,69,,0,,,M,,
13170,p3ag61,Tashi Wozer,en,bkra shis 'od zer,བཀྲ་ཤིས་འོད་ཟེར།,,,,0,,66,,0,,,M,,
13171,P3AG62,Lobzang Tubten Jigme Tsultrim Gyatso,en,blo bzang thub bstan 'jigs med tshul khrims rgya mtsho,བློ་བཟང་ལྷུན་གྲུབ་འཇིགས་མེད་རྒྱ་མཚོ།,Tongkhor,stong 'khor,1896,0,,,1934,0,1946,,M,9,
13173,P1KG4775,Jampel Gendun Gyatso,en,jam dpal dge 'dun rgya mtsho,འཇམ་དཔལ་དགེ་འདུན་རྒྱ་མཚོ།,Tongkhor,stong 'khor,1754,0,,,1803,0,,,M,6,
13174,P11MS154,Bondrong Tenpa Wozer,en,bon grong bstan pa 'od zer,བོན་གྲོང་བསྟན་པ་འོད་ཟེར།,,,,0,,,1632,1,,,M,,
13175,P8LS12690,Ngawang Trinle Pelzang,en,ngag dbang 'phrin las dpal bzang,ངག་དབང་འཕྲིན་ལས་དཔལ་བཟང།,Amdo Zhamar,a mdo zhwa dmar,1745,1,,,1806,1,,,M,2,
13176,P8LS12691,Lobzang Shedrub Tendzin Gyatso,en,blo bzang bshad sgrub bstan 'dzin rgya mtsho,བློ་བཟང་བཤད་སྒྲུབ་བསྟན་འཛིན་རྒྱ་མཚོ།,Amdo Zhamar,a mdo zhwa dmar,1914,0,,,1952,0,,,M,5,
13177,P8LS12692,Lobzang Jigme Tendzin Gyatso,en,blo bzang 'jigs med bstan 'dzin rgya mtsho,བློ་བཟང་འཇིགས་མེད་བསྟན་འཛིན་རྒྱ་མཚོ།,Amdo Zhamar,a mdo zhwa dmar,1953,0,,,1987,0,,,M,6,
13178,P10MS14637,Tubten Lungrik Gyatso,en,thub bstan lung rigs rgya mtsho,ཐུབ་བསྟན་ལུང་རིགས་རྒྱ་མཚོ།,,,1939,1,,,1959,0,,,M,,
13179,P8LS12079,Lobzang Khedrub Nyima,en,blo bzang mkhas grub nyi ma,བློ་བཟང་མཁས་གྲུབ་ཉི་མ།,Taktser,stag mtsher,,0,,73,,0,,73,M,3,
13180,P8LS12772,Name Unknown,en,mtshan ma gsal ba,མཚན་མ་གསལ་བ།,Taktser,stag mtsher,1832,1,,,1856,1,,,M,4,
13181,P8LS12401,Tubten Tsultrim Gyatso,en,thub bstan tshul khrims rgya mtsho,ཐུབ་བསྟན་ཚུལ་ཁྲིམས་རྒྱ་མཚོ།,,,,0,,73,,0,,77,M,,
13182,P8LS12002,Lobpon Galeb,en,slob dpon sga leb,སློབ་དཔོན་སྒ་ལེབ།,,,,0,,54,,0,,55,M,,
13183,P8LS12003,Takleb Jangchub Gyeltsen,en,stag leb byang chub rgyal tshan,སྟག་ལེབ་བྱང་ཆུབ་རྒྱལ་ཚན།,,,,0,,,,0,,,M,,
13186,P10MS14669,Pema Trinle,en,pad+ma 'phrin las,པདྨ་འཕྲིན་ལས།,,,1874,0,,,1950,0,,,F,,
13187,P10MS14671,Tsewang Lhamo,en,tshe dbang lha mo,ཚེ་དབང་ལྷ་མོ།,Derge Queen,sde dge rgyal mo,,0,,,1812,0,,,F,,
13188,P10MS14670,Gyelse Tsewang Gyurme,en,rgyal sras tshe dbang 'gyur med,རྒྱལ་སྲས་ཚེ་དབང་འགྱུར་མེད།,,,,0,,75,,0,,,M,,
13189,P8LS12707,Kelzang Pema Wanggyel,en,skal bzang pad+ma dbang rgyal,སྐལ་བཟང་པདྨ་དབང་རྒྱལ།,Dorje Drak Rigdzin,rdo rje brag rig 'dzin,1848,0,,,1880,0,,,M,8,
13190,P8LS12706,Ngawang Jampel Mingyur Lhundrub Dorje,en,ngag dbang 'jam dpal mi 'gyur lhun grub rdo rje,ངག་དབང་འཇམ་དཔལ་མི་འགྱུར་ལྷུན་གྲུབ་རྡོ་རྗེ།,Dorje Drak Rigdzin,rdo rje brag rig 'dzin,1810,0,,,1844,0,,,M,7,
13191,P8LS12705,Kunzang Gyurme Lhundrub,en,kun bzang 'gyur med lhun grub,ཀུན་བཟང་འགྱུར་མེད་ལྷུན་གྲུབ།,Dorje Drak Rigdzin,rdo rje brag rig 'dzin,1775,1,,,1810,1,,,M,6,
13195,P8LS12001,Drakpa Rinchen,en,grags pa rin chen,གྲགས་པ་རིན་ཆེན།,,,,0,,54,,0,,55,M,,
13196,P10MS14674,Sonam Peldren,en,bsod nam dpal 'dren/,བསོད་ནམ་དཔལ་འདྲེན༎,,,1268,0,1328,,1312,0,1372,,F,,
13197,P10MS14675,Chowang Dorje Dzinpa,en,chos dbang rdo rje 'dzin pa,ཆོས་དབང་རྡོ་རྗེ་འཛིན་པ།,,,,0,,68,,0,,69,M,,
13198,P10MS16952,Takdra Lukong,en,stag sgra klu khong,སྟག་སྒྲ་ཀླུ་ཁོང།,,,,0,,,782,0,,,M,,
13199,P2CZ7866,Nyima Gyeltsen,en,nyi ma rgyal mtshan,ཉི་མ་རྒྱལ་མཚན།,,,1225,0,,,1305,0,,,M,,
13201,P8LS13152,Lobzang Gyatso,en,blo bzang chos rgya mtsho,བློ་བཟང་ཆོས་རྒྱ་མཚོ།,Maṇipa,ma Ni pa,1851,0,,,1896,0,,,M,4,
13202,P8LS13149,Lobzang Khechok,en,blo bzang mkhas mchog,བློ་བཟང་མཁས་མཆོག།,Maṇipa,ma Ni pa,1719,0,,,1791,0,,,M,2,
13203,P8LS13151,Gendun Konchok Lobzang Tendzin,en,dge 'dun dkon mchog blo bzang bstan 'dzin,དགེ་འདུན་དཀོན་མཆོག་བློ་བཟང་བསྟན་འཛིན།,Maṇipa,ma Ni pa,1796,0,,,1851,0,,,M,3,
13204,P8LS12196,Demchok Dorje,en,bde mchog rdo rje,བདེ་མཆོག་རྡོ་རྗེ།,Pema Vajra,pad+ma ba dz+ra,1898,0,,,1940,0,1932,,M,2,
13205,P2CZ7891,Chokyi Dronma,en,chos kyi sgron ma,ཆོས་ཀྱི་སྒྲོན་མ།,Samding Dorje Pakmo,bsam sdings rdo rje phag mo,1422,0,,,1455,0,1467,,F,1,
13206,P8LS12641,Kunga Zangmo,en,kun dga' bzang mo,ཀུན་དགའ་བཟང་མོ།,Samding Dorje Pakmo,bsam sdings rdo rje phag mo,1459,0,,,1502,0,,,F,2,
13217,P8LS15288,Ngawang Rinchen,en,ngag dbang rin chen,ངག་དབང་རིན་ཆེན།,,,,0,,65,,0,,69,M,,
13220,P11MS155,Tagu Nyima Gyeltsen,en,sta gu nyi ma rgyal mtshan,སྟ་གུ་ཉི་མ་རྒྱལ་མཚན།,,,,0,,65,,0,,,M,,
13221,P11MS156,Dampa Lodro Gyeltsen,en,dam pa blo gros rgyal mtshan,དམ་པ་བློ་གྲོས་རྒྱལ་མཚན།,,,,0,,65,,0,,,M,,
13222,P11MS157,Yungdrung Yeshe,en,g.yung drung ye shes,གཡུང་དྲུང་ཡེ་ཤེས།,,,,0,,65,,0,,,M,,
